Booking_ID,Hotel_Name,Booking_Date,Check_In_Date,Check_Out_Date,Customer_Nationality,Booking_Platform,Room_Type_Booked,Number_of_Adults,Number_of_Children,Number_of_Nights,Total_Guests,Room_Price_Per_Night,Total_Price,Meal_Plan,Cancellation_Policy,Lead_Time,Previous_Cancellations,Previous_Bookings_Not_Canceled,Special_Requests,Payment_Method,Is_Repeated_Guest,Deposit_Type,Average_Daily_Rate,Is_Weekend_Stay,Required_Car_Parking_Spaces,Total_Special_Requests,Customer_Rating,Cancellation_Status
BK001368,City Center Inn,2024-06-19,2025-01-23,2025-01-28,China,Booking.com,Single Room,1,0,5,1,307.8,1539.0,Room Only,Non-refundable,218,3,1,"Early Check-in, Airport Pickup, Connecting Rooms",Cash on Arrival,0,Full,307.8,0,0,3,,1
BK001369,Heritage Hotel,2024-04-18,2024-07-18,2024-07-31,Canada,Hotels.com,Standard,1,3,13,4,440.0,5720.0,Half Board,Strict,91,4,7,"Early Check-in, Airport Pickup, Extra Bed",Debit Card,0,No Deposit,440.0,0,2,3,,1
BK001370,Heritage Hotel,2023-04-19,2023-11-27,2023-12-06,USA,Booking.com,Twin Room,1,0,9,1,200.4,1803.6,Full Board,Non-refundable,222,5,6,"Early Check-in, Baby Cot, Connecting Rooms",PayPal,1,Full,200.4,0,0,3,1.0,0
BK001371,Grand Plaza Hotel,2024-12-13,2025-03-19,2025-04-02,USA,Direct Booking,Double Room,2,1,14,3,333.3,4666.2,All Inclusive,Moderate,96,0,4,"Airport Pickup, Late Checkout, Connecting Rooms",Credit Card,0,No Deposit,333.3,0,0,3,,0
BK001372,Budget Stay Inn,2024-05-11,2025-01-07,2025-01-08,South Korea,Kayak,Studio,2,1,1,3,299.0,299.0,All Inclusive,Non-refundable,241,0,5,None,Credit Card,1,Full,299.0,0,1,0,7.0,1
BK001373,Luxury Palace,2024-05-12,2025-01-29,2025-02-08,India,Phone Booking,Double Room,2,0,10,2,385.0,3850.0,Room Only,Non-refundable,262,4,5,None,PayPal,1,Full,385.0,0,0,0,8.0,0
BK001374,Luxury Palace,2023-01-22,2023-04-14,2023-04-19,India,Direct Booking,Double Room,3,3,5,6,217.8,1089.0,All Inclusive,Moderate,82,4,10,"Baby Cot, Extra Bed",PayPal,1,Full,217.8,1,2,2,8.0,0
BK001375,Mountain View Lodge,2024-09-28,2025-01-12,2025-01-17,India,Expedia,Double Room,2,1,5,3,200.2,1001.0,Bed & Breakfast,Non-refundable,106,0,6,"Early Check-in, Extra Bed, Connecting Rooms",Cash on Arrival,0,Full,200.2,1,1,3,,0
BK001376,Business Suites,2024-11-24,2025-02-13,2025-02-16,South Korea,Trivago,Standard,1,2,3,3,300.0,900.0,Room Only,Moderate,81,0,8,Baby Cot,PayPal,1,Partial,300.0,0,0,1,7.0,0
BK001377,Modern Stays,2024-06-11,2025-04-16,2025-04-27,UK,Booking.com,Double Room,4,0,11,4,147.4,1621.4,All Inclusive,Flexible,309,4,0,None,Debit Card,0,Partial,147.4,0,1,0,,1
BK001378,Airport Hotel,2024-12-26,2025-08-09,2025-08-22,Japan,Kayak,Deluxe,2,2,13,4,376.5,4894.5,Bed & Breakfast,Flexible,226,1,7,"None, Extra Bed, Late Checkout",PayPal,1,No Deposit,376.5,1,0,3,9.0,1
BK001379,Heritage Hotel,2023-09-09,2023-11-25,2023-12-08,UAE,Trivago,Twin Room,2,1,13,3,588.0,7644.0,Full Board,Non-refundable,77,3,7,"None, Late Checkout",Debit Card,0,Full,588.0,1,2,2,,0
BK001380,Seaside Resort,2023-12-13,2024-05-22,2024-05-29,UAE,Agoda,Twin Room,1,3,7,4,561.6,3931.2,Room Only,Moderate,161,4,0,"Connecting Rooms, Late Checkout",Corporate Billing,1,Partial,561.6,0,1,2,3.0,0
BK001381,Boutique Hotel Central,2024-09-17,2024-12-01,2024-12-13,Spain,Kayak,Family Room,4,2,12,6,891.0,10692.0,Full Board,Moderate,75,2,1,None,Cash on Arrival,1,No Deposit,891.0,1,2,0,5.0,0
BK001382,Boutique Hotel Central,2023-10-18,2024-02-04,2024-02-06,Japan,Trivago,Executive Suite,3,1,2,4,227.5,455.0,Room Only,Strict,109,1,4,"Extra Bed, High Floor, None",PayPal,1,No Deposit,227.5,1,1,3,2.0,0
BK001383,Spa & Wellness Resort,2023-01-06,2023-08-26,2023-09-01,Australia,Phone Booking,Studio,2,2,6,4,302.9,1817.4,Half Board,Moderate,232,5,6,Extra Bed,PayPal,0,Partial,302.9,1,1,1,,1
BK001384,Mountain View Lodge,2024-12-29,2025-08-03,2025-08-17,Spain,Expedia,Deluxe,1,3,14,4,219.0,3066.0,Full Board,Moderate,217,3,1,"Connecting Rooms, Early Check-in",Cash on Arrival,1,Partial,219.0,1,2,2,9.0,0
BK001385,Modern Stays,2024-05-16,2024-12-15,2024-12-29,Canada,Agoda,Single Room,2,3,14,5,399.6,5594.4,Full Board,Moderate,213,5,8,None,Corporate Billing,0,No Deposit,399.6,1,0,0,,1
BK001386,Boutique Hotel Central,2024-01-14,2024-03-14,2024-03-24,South Korea,Hotels.com,Deluxe,1,2,10,3,558.0,5580.0,Half Board,Flexible,60,4,2,None,PayPal,1,Full,558.0,0,1,0,3.0,0
BK001387,Mountain View Lodge,2024-08-26,2025-03-29,2025-03-30,Mexico,Travel Agency,Executive Suite,2,1,1,3,1247.5,1247.5,Full Board,Flexible,215,0,8,"Extra Bed, Connecting Rooms",Credit Card,1,No Deposit,1247.5,1,1,2,8.0,0
BK001388,Budget Stay Inn,2024-09-12,2024-11-18,2024-12-01,Canada,Trivago,Double Room,4,3,13,7,171.6,2230.8,Half Board,Flexible,67,4,10,"Connecting Rooms, Extra Bed, Late Checkout",PayPal,0,Full,171.6,0,1,3,,0
BK001389,Heritage Hotel,2023-04-01,2023-06-24,2023-07-06,USA,Phone Booking,Executive Suite,1,0,12,1,445.0,5340.0,All Inclusive,Flexible,84,4,8,Baby Cot,Cash on Arrival,0,No Deposit,445.0,1,2,1,,1
BK001390,Grand Plaza Hotel,2023-10-09,2024-01-22,2024-01-26,South Korea,Phone Booking,Double Room,1,2,4,3,313.5,1254.0,All Inclusive,Flexible,105,3,0,"Connecting Rooms, Extra Bed",Bank Transfer,0,Partial,313.5,0,1,2,,1
BK001391,Seaside Resort,2023-04-28,2023-06-17,2023-06-26,Canada,Travel Agency,Suite,2,2,9,4,946.0,8514.0,Room Only,Moderate,50,2,6,None,Cash on Arrival,1,No Deposit,946.0,1,2,1,7.0,1
BK001392,Mountain View Lodge,2024-02-27,2024-08-10,2024-08-15,Spain,Expedia,Standard,2,1,5,3,465.0,2325.0,All Inclusive,Moderate,165,3,8,"Extra Bed, Airport Pickup, None",PayPal,1,No Deposit,465.0,1,0,3,9.0,0
BK001393,Grand Plaza Hotel,2023-10-03,2024-07-12,2024-07-22,Brazil,Expedia,Family Room,2,2,10,4,666.0,6660.0,Full Board,Non-refundable,283,0,10,Airport Pickup,PayPal,0,Full,666.0,1,2,1,,0
BK001394,Boutique Hotel Central,2024-04-07,2024-04-28,2024-04-29,South Korea,Kayak,Studio,3,1,1,4,104.0,104.0,Room Only,Non-refundable,21,2,9,"Connecting Rooms, Airport Pickup",Corporate Billing,0,Full,104.0,1,2,2,,0
BK001395,Mountain View Lodge,2024-06-30,2025-04-14,2025-04-16,Germany,Expedia,Twin Room,1,1,2,2,541.2,1082.4,All Inclusive,Strict,288,3,3,"High Floor, Baby Cot",PayPal,1,No Deposit,541.2,0,2,2,8.0,1
BK001396,Spa & Wellness Resort,2023-12-03,2023-12-11,2023-12-23,Canada,Booking.com,Studio,4,0,12,4,109.2,1310.4,Bed & Breakfast,Non-refundable,8,4,7,"Extra Bed, Connecting Rooms, High Floor",Corporate Billing,0,Full,109.2,0,2,3,,0
BK001397,Seaside Resort,2023-12-28,2024-07-07,2024-07-21,China,Corporate Account,Twin Room,2,0,14,2,171.6,2402.4,Full Board,Strict,192,1,7,None,Debit Card,0,Partial,171.6,1,2,0,,0
BK001398,Business Suites,2023-07-16,2023-08-31,2023-09-14,China,Travel Agency,Family Room,2,3,14,5,477.0,6678.0,Room Only,Strict,46,3,9,None,Debit Card,1,No Deposit,477.0,0,1,1,10.0,1
BK001399,City Center Inn,2024-11-06,2025-08-22,2025-09-02,Brazil,Phone Booking,Studio,2,0,11,2,495.3,5448.3,Bed & Breakfast,Flexible,289,1,4,Early Check-in,Debit Card,0,Full,495.3,1,2,1,,0
BK001400,Spa & Wellness Resort,2023-09-16,2024-08-29,2024-09-07,Mexico,Kayak,Standard,4,0,9,4,245.0,2205.0,Full Board,Non-refundable,348,2,1,"Baby Cot, Airport Pickup, Early Check-in",Credit Card,0,No Deposit,245.0,0,1,3,,0
BK001401,Business Suites,2023-01-06,2023-07-25,2023-07-29,France,Expedia,Studio,1,1,4,2,562.9,2251.6,Full Board,Flexible,200,1,3,High Floor,PayPal,0,No Deposit,562.9,0,0,1,,1
BK001402,Luxury Palace,2023-01-25,2023-11-24,2023-12-07,Brazil,Corporate Account,Executive Suite,2,0,13,2,805.0,10465.0,Bed & Breakfast,Strict,303,0,5,Extra Bed,Cash on Arrival,1,Partial,805.0,1,2,1,4.0,1
BK001403,Grand Plaza Hotel,2023-02-04,2023-08-16,2023-08-22,Mexico,Expedia,Suite,1,3,6,4,216.0,1296.0,Half Board,Non-refundable,193,0,1,None,Cash on Arrival,0,Partial,216.0,0,1,0,,0
BK001404,Spa & Wellness Resort,2024-02-25,2024-06-23,2024-07-07,China,Phone Booking,Standard,4,3,14,7,317.0,4438.0,Full Board,Flexible,119,2,10,None,Bank Transfer,1,No Deposit,317.0,1,0,0,10.0,0
BK001405,Spa & Wellness Resort,2023-07-18,2024-05-06,2024-05-09,Brazil,Trivago,Executive Suite,3,3,3,6,815.0,2445.0,All Inclusive,Non-refundable,293,1,3,None,Credit Card,0,Partial,815.0,0,1,1,,0
BK001406,Heritage Hotel,2024-01-02,2024-06-09,2024-06-19,Mexico,Trivago,Suite,2,3,10,5,476.0,4760.0,All Inclusive,Strict,159,2,5,None,Cash on Arrival,0,No Deposit,476.0,1,2,0,,0
BK001407,Boutique Hotel Central,2023-02-25,2023-09-29,2023-10-05,Australia,Direct Booking,Family Room,1,2,6,3,316.8,1900.8,Full Board,Non-refundable,216,4,5,"Early Check-in, Late Checkout",PayPal,0,Partial,316.8,1,0,2,,0
BK001408,Grand Plaza Hotel,2024-10-16,2025-02-07,2025-02-19,Australia,Kayak,Studio,2,1,12,3,423.8,5085.6,Half Board,Non-refundable,114,1,6,None,PayPal,0,No Deposit,423.8,1,0,1,,0
BK001409,Mountain View Lodge,2023-10-25,2024-06-06,2024-06-10,Brazil,Phone Booking,Presidential Suite,1,0,4,1,633.5,2534.0,Bed & Breakfast,Strict,225,1,3,"Airport Pickup, Baby Cot",Cash on Arrival,0,No Deposit,633.5,0,0,2,,1
BK001410,Airport Hotel,2023-04-14,2023-04-24,2023-05-08,Brazil,Agoda,Twin Room,1,2,14,3,224.4,3141.6,Half Board,Non-refundable,10,1,5,"Airport Pickup, Early Check-in",Cash on Arrival,1,Full,224.4,0,0,2,3.0,0
BK001411,City Center Inn,2024-06-29,2025-01-08,2025-01-20,France,Corporate Account,Studio,4,1,12,5,133.9,1606.8,All Inclusive,Moderate,193,4,4,High Floor,Debit Card,0,No Deposit,133.9,0,1,1,,0
BK001412,Boutique Hotel Central,2024-08-21,2025-04-28,2025-05-02,India,Expedia,Double Room,1,1,4,2,374.0,1496.0,Full Board,Strict,250,3,8,"Airport Pickup, Baby Cot, High Floor",PayPal,1,Partial,374.0,0,1,3,9.0,0
BK001413,Spa & Wellness Resort,2024-10-27,2024-11-14,2024-11-18,Australia,Direct Booking,Double Room,2,3,4,5,210.1,840.4,Half Board,Non-refundable,18,3,9,High Floor,PayPal,0,Partial,210.1,0,0,1,,0
BK001414,Boutique Hotel Central,2023-12-27,2024-04-22,2024-05-02,USA,Kayak,Single Room,3,3,10,6,279.0,2790.0,Full Board,Non-refundable,117,3,5,"High Floor, Airport Pickup, Late Checkout",Credit Card,0,Full,279.0,0,1,3,,0
BK001415,Business Suites,2023-03-26,2023-08-23,2023-09-06,Japan,Trivago,Single Room,1,2,14,3,176.4,2469.6,Room Only,Flexible,150,0,5,None,Cash on Arrival,0,No Deposit,176.4,0,2,0,,1
BK001416,Airport Hotel,2024-11-30,2025-04-19,2025-04-23,India,Phone Booking,Suite,3,0,4,3,948.0,3792.0,Half Board,Strict,140,2,6,"None, Late Checkout, High Floor",Cash on Arrival,0,Partial,948.0,1,0,3,,0
BK001417,Modern Stays,2023-08-03,2024-04-01,2024-04-05,Japan,Phone Booking,Single Room,4,3,4,7,228.6,914.4,Room Only,Strict,242,1,6,"Late Checkout, Baby Cot, Connecting Rooms",Cash on Arrival,0,No Deposit,228.6,0,2,3,,0
BK001418,Airport Hotel,2023-01-10,2023-09-22,2023-10-05,Brazil,Corporate Account,Presidential Suite,2,3,13,5,1039.5,13513.5,Full Board,Strict,255,2,9,None,Cash on Arrival,0,Full,1039.5,1,0,0,,0
BK001419,Business Suites,2024-08-04,2025-06-22,2025-07-05,China,Phone Booking,Studio,4,3,13,7,239.2,3109.6,Full Board,Flexible,322,4,6,Baby Cot,Credit Card,1,No Deposit,239.2,1,1,1,7.0,1
BK001420,Seaside Resort,2024-11-22,2025-09-01,2025-09-04,USA,Phone Booking,Double Room,1,1,3,2,199.1,597.3,Room Only,Non-refundable,283,2,3,Early Check-in,Corporate Billing,0,Full,199.1,0,1,1,,0
BK001421,Mountain View Lodge,2023-12-01,2024-06-28,2024-07-05,Canada,Expedia,Suite,4,3,7,7,920.0,6440.0,Room Only,Non-refundable,210,1,2,Early Check-in,Bank Transfer,1,Partial,920.0,1,2,1,6.0,0
BK001422,Heritage Hotel,2024-04-14,2024-09-02,2024-09-06,USA,Agoda,Double Room,1,3,4,4,427.9,1711.6,Bed & Breakfast,Strict,141,4,7,"Baby Cot, Early Check-in, None",Corporate Billing,0,No Deposit,427.9,0,1,3,,1
BK001423,Modern Stays,2023-11-01,2024-05-19,2024-05-29,South Korea,Agoda,Twin Room,2,1,10,3,475.2,4752.0,Full Board,Non-refundable,200,3,10,Extra Bed,Bank Transfer,0,Partial,475.2,1,0,1,,1
BK001424,Heritage Hotel,2024-07-04,2024-11-30,2024-12-11,Mexico,Expedia,Family Room,4,3,11,7,846.0,9306.0,All Inclusive,Flexible,149,2,1,None,Cash on Arrival,1,No Deposit,846.0,1,0,0,3.0,0
BK001425,Seaside Resort,2024-10-16,2025-10-06,2025-10-17,India,Kayak,Twin Room,3,3,11,6,214.8,2362.8,Full Board,Flexible,355,0,4,None,Corporate Billing,0,No Deposit,214.8,0,2,0,,1
BK001426,Budget Stay Inn,2023-03-11,2023-04-22,2023-05-01,Brazil,Direct Booking,Double Room,2,3,9,5,550.0,4950.0,Half Board,Moderate,42,1,0,None,Debit Card,1,No Deposit,550.0,1,2,0,4.0,0
BK001427,Grand Plaza Hotel,2024-11-24,2025-04-12,2025-04-15,Italy,Corporate Account,Suite,2,0,3,2,850.0,2550.0,All Inclusive,Moderate,139,3,0,None,Bank Transfer,1,No Deposit,850.0,1,2,0,7.0,0
BK001428,City Center Inn,2024-01-19,2024-05-20,2024-05-24,UK,Booking.com,Twin Room,1,0,4,1,302.4,1209.6,Bed & Breakfast,Flexible,122,1,1,Airport Pickup,Credit Card,1,No Deposit,302.4,0,1,1,6.0,0
BK001429,Boutique Hotel Central,2024-02-09,2024-09-15,2024-09-17,Australia,Direct Booking,Deluxe,3,2,2,5,252.0,504.0,Room Only,Non-refundable,219,5,5,None,Bank Transfer,0,Full,252.0,1,0,0,,0
BK001430,Airport Hotel,2024-10-27,2025-09-11,2025-09-17,USA,Expedia,Family Room,4,2,6,6,849.6,5097.6,All Inclusive,Non-refundable,319,0,8,Early Check-in,Credit Card,1,Full,849.6,0,2,1,5.0,0
BK001431,Heritage Hotel,2024-12-05,2025-05-16,2025-05-30,Brazil,Kayak,Deluxe,3,0,14,3,586.5,8211.0,All Inclusive,Non-refundable,162,3,8,None,Debit Card,0,Full,586.5,1,0,1,,0
BK001432,Modern Stays,2024-03-14,2024-07-16,2024-07-26,UK,Booking.com,Suite,3,3,10,6,462.0,4620.0,Bed & Breakfast,Moderate,124,3,3,None,Debit Card,1,Partial,462.0,0,1,0,6.0,0
BK001433,Grand Plaza Hotel,2024-06-17,2025-01-15,2025-01-26,South Korea,Travel Agency,Standard,2,2,11,4,255.0,2805.0,Bed & Breakfast,Moderate,212,4,0,Late Checkout,Cash on Arrival,1,No Deposit,255.0,0,0,1,3.0,1
BK001434,Budget Stay Inn,2023-03-13,2023-06-19,2023-06-20,Brazil,Agoda,Family Room,2,0,1,2,302.4,302.4,All Inclusive,Moderate,98,1,8,None,Bank Transfer,1,No Deposit,302.4,0,2,0,7.0,1
BK001435,City Center Inn,2023-11-07,2024-04-01,2024-04-11,Italy,Direct Booking,Executive Suite,4,0,10,4,660.0,6600.0,Full Board,Non-refundable,146,1,7,"Connecting Rooms, Early Check-in, Baby Cot",Corporate Billing,1,Full,660.0,0,1,3,7.0,0
BK001436,Seaside Resort,2023-11-04,2024-09-03,2024-09-12,Canada,Trivago,Suite,3,3,9,6,634.0,5706.0,Half Board,Non-refundable,304,2,6,"Extra Bed, Airport Pickup, Baby Cot",Corporate Billing,1,Partial,634.0,0,0,3,9.0,0
BK001437,Business Suites,2024-05-18,2024-12-11,2024-12-18,Spain,Corporate Account,Twin Room,4,2,7,6,489.6,3427.2,All Inclusive,Flexible,207,3,0,None,Bank Transfer,0,No Deposit,489.6,0,1,0,,0
BK001438,Modern Stays,2023-12-23,2024-09-08,2024-09-20,Italy,Corporate Account,Standard,4,3,12,7,456.0,5472.0,Bed & Breakfast,Moderate,260,3,0,"None, High Floor",Corporate Billing,0,No Deposit,456.0,1,1,2,,0
BK001439,Mountain View Lodge,2023-09-18,2024-01-22,2024-02-01,China,Agoda,Standard,1,0,10,1,409.0,4090.0,Full Board,Non-refundable,126,5,9,None,Cash on Arrival,0,Full,409.0,0,0,0,,0
BK001440,Airport Hotel,2024-12-09,2025-05-12,2025-05-21,Japan,Hotels.com,Studio,3,3,9,6,604.5,5440.5,Room Only,Flexible,154,5,9,"Airport Pickup, Baby Cot",Corporate Billing,0,Full,604.5,0,1,2,,0
BK001441,Grand Plaza Hotel,2023-06-22,2024-02-28,2024-02-29,UK,Expedia,Twin Room,4,2,1,6,546.0,546.0,Full Board,Moderate,251,1,5,Airport Pickup,Debit Card,1,No Deposit,546.0,0,0,1,6.0,1
BK001442,Grand Plaza Hotel,2023-07-07,2023-10-13,2023-10-18,Mexico,Hotels.com,Double Room,1,1,5,2,132.0,660.0,Half Board,Flexible,98,3,1,"Extra Bed, Airport Pickup",Credit Card,0,No Deposit,132.0,1,2,2,,0
BK001443,Grand Plaza Hotel,2023-03-04,2023-07-18,2023-07-31,USA,Phone Booking,Standard,1,1,13,2,347.0,4511.0,Room Only,Non-refundable,136,4,8,"Baby Cot, Late Checkout",PayPal,1,Partial,347.0,0,2,2,8.0,0
BK001444,Business Suites,2024-11-12,2025-06-04,2025-06-11,China,Booking.com,Presidential Suite,3,0,7,3,283.5,1984.5,Full Board,Non-refundable,204,5,2,None,Cash on Arrival,0,Full,283.5,0,1,0,,0
BK001445,City Center Inn,2024-01-13,2024-08-31,2024-09-10,Brazil,Kayak,Single Room,4,1,10,5,72.9,729.0,Half Board,Flexible,231,5,5,None,Corporate Billing,1,No Deposit,72.9,1,0,0,9.0,1
BK001446,Seaside Resort,2023-12-23,2024-07-29,2024-08-06,Brazil,Expedia,Twin Room,3,1,8,4,532.8,4262.4,Bed & Breakfast,Flexible,219,1,7,None,PayPal,1,No Deposit,532.8,0,1,0,10.0,0
BK001447,City Center Inn,2023-09-07,2023-12-24,2023-12-27,UAE,Expedia,Deluxe,4,0,3,4,243.0,729.0,Half Board,Non-refundable,108,2,3,"Baby Cot, High Floor",Credit Card,0,Full,243.0,1,2,2,,0
BK001448,Seaside Resort,2024-12-09,2025-05-28,2025-06-11,Australia,Phone Booking,Studio,1,2,14,3,354.9,4968.6,Full Board,Non-refundable,170,1,3,"Extra Bed, Airport Pickup",Credit Card,0,No Deposit,354.9,0,2,2,,0
BK001449,City Center Inn,2023-04-29,2024-02-16,2024-02-22,Canada,Corporate Account,Twin Room,1,2,6,3,133.2,799.2,All Inclusive,Moderate,293,3,6,"High Floor, Connecting Rooms",Corporate Billing,0,No Deposit,133.2,1,2,2,,1
BK001450,Seaside Resort,2024-02-09,2024-02-13,2024-02-22,South Korea,Kayak,Presidential Suite,2,2,9,4,672.0,6048.0,Full Board,Non-refundable,4,1,9,"Airport Pickup, High Floor",Corporate Billing,0,Full,672.0,0,1,2,,0
BK001451,Modern Stays,2023-05-07,2023-09-24,2023-10-08,India,Phone Booking,Double Room,2,3,14,5,251.9,3526.6,Full Board,Flexible,140,2,2,Late Checkout,Corporate Billing,0,Full,251.9,1,0,1,,0
BK001452,Modern Stays,2024-02-06,2024-07-08,2024-07-22,Brazil,Agoda,Standard,4,2,14,6,296.0,4144.0,Full Board,Strict,153,3,6,None,Cash on Arrival,1,No Deposit,296.0,0,0,0,9.0,1
BK001453,Business Suites,2024-08-17,2024-09-13,2024-09-27,Mexico,Travel Agency,Double Room,2,1,14,3,336.6,4712.4,Full Board,Strict,27,1,3,Late Checkout,Corporate Billing,0,No Deposit,336.6,1,2,1,,1
BK001454,Mountain View Lodge,2024-01-21,2024-08-26,2024-09-06,South Korea,Agoda,Standard,1,2,11,3,322.0,3542.0,Bed & Breakfast,Flexible,218,0,8,"Connecting Rooms, Extra Bed",Corporate Billing,1,No Deposit,322.0,0,0,2,10.0,1
BK001455,Spa & Wellness Resort,2023-06-26,2024-05-25,2024-06-06,Spain,Expedia,Double Room,4,2,12,6,443.3,5319.6,Full Board,Strict,334,0,1,None,Credit Card,0,No Deposit,443.3,1,2,0,,0
BK001456,City Center Inn,2023-01-24,2023-11-20,2023-11-30,China,Kayak,Executive Suite,1,1,10,2,690.0,6900.0,Full Board,Non-refundable,300,2,9,Extra Bed,PayPal,0,Full,690.0,0,2,1,,0
BK001457,Modern Stays,2023-01-21,2023-08-10,2023-08-19,South Korea,Trivago,Single Room,4,0,9,4,310.5,2794.5,All Inclusive,Flexible,201,1,10,None,Debit Card,0,No Deposit,310.5,0,1,0,,0
BK001458,Seaside Resort,2023-02-10,2023-04-16,2023-04-26,Australia,Agoda,Deluxe,3,0,10,3,184.5,1845.0,Room Only,Strict,65,2,8,Connecting Rooms,Corporate Billing,0,No Deposit,184.5,1,0,1,,0
BK001459,Boutique Hotel Central,2023-10-28,2024-09-29,2024-10-08,Italy,Agoda,Studio,4,2,9,6,451.1,4059.9,Half Board,Moderate,337,5,1,None,Debit Card,0,No Deposit,451.1,1,1,0,,0
BK001460,City Center Inn,2023-05-18,2024-03-21,2024-03-30,Australia,Phone Booking,Presidential Suite,3,1,9,4,1585.5,14269.5,All Inclusive,Non-refundable,308,0,8,"Early Check-in, Late Checkout",Corporate Billing,0,Full,1585.5,0,0,2,,0
BK001461,Heritage Hotel,2024-03-11,2025-03-01,2025-03-04,Japan,Direct Booking,Deluxe,3,1,3,4,667.5,2002.5,Half Board,Moderate,355,3,2,"Connecting Rooms, Late Checkout",Credit Card,0,No Deposit,667.5,1,0,2,,1
BK001462,Heritage Hotel,2024-07-15,2025-02-08,2025-02-10,France,Expedia,Presidential Suite,3,2,2,5,539.0,1078.0,Bed & Breakfast,Strict,208,0,1,"Late Checkout, Baby Cot, None",Credit Card,0,No Deposit,539.0,1,1,3,,0
BK001463,Budget Stay Inn,2023-04-08,2024-01-03,2024-01-09,India,Phone Booking,Executive Suite,3,0,6,3,260.0,1560.0,Bed & Breakfast,Strict,270,3,2,"Connecting Rooms, Late Checkout",Cash on Arrival,0,No Deposit,260.0,0,2,2,,1
BK001464,Mountain View Lodge,2024-11-04,2025-01-07,2025-01-10,Spain,Phone Booking,Executive Suite,1,2,3,3,1105.0,3315.0,Bed & Breakfast,Non-refundable,64,5,7,Baby Cot,PayPal,1,Full,1105.0,0,1,1,6.0,0
BK001465,Seaside Resort,2023-11-09,2024-06-04,2024-06-17,France,Expedia,Deluxe,1,1,13,2,190.5,2476.5,Bed & Breakfast,Flexible,208,0,4,"None, Late Checkout, High Floor",Cash on Arrival,0,No Deposit,190.5,0,2,3,,0
BK001466,Heritage Hotel,2024-06-29,2025-06-21,2025-06-23,Spain,Booking.com,Studio,2,0,2,2,578.5,1157.0,Full Board,Strict,357,1,10,None,Cash on Arrival,1,Full,578.5,1,2,0,6.0,1
BK001467,Business Suites,2023-05-17,2024-02-04,2024-02-10,USA,Hotels.com,Double Room,4,1,6,5,298.1,1788.6,Room Only,Strict,263,5,3,None,PayPal,1,No Deposit,298.1,1,1,0,9.0,1
BK001468,Airport Hotel,2024-10-20,2025-07-10,2025-07-24,Mexico,Booking.com,Double Room,4,0,14,4,288.2,4034.8,Room Only,Non-refundable,263,2,4,"Extra Bed, None",PayPal,0,Full,288.2,0,0,2,,0
BK001469,Budget Stay Inn,2023-07-22,2023-09-03,2023-09-12,Japan,Agoda,Twin Room,1,3,9,4,99.6,896.4,Bed & Breakfast,Strict,43,1,7,"High Floor, Airport Pickup, Connecting Rooms",Bank Transfer,0,No Deposit,99.6,1,1,3,,1
BK001470,Budget Stay Inn,2024-11-03,2025-06-15,2025-06-18,Canada,Corporate Account,Twin Room,1,2,3,3,531.6,1594.8,Bed & Breakfast,Flexible,224,1,4,None,Debit Card,1,No Deposit,531.6,1,1,0,5.0,0
BK001471,Budget Stay Inn,2024-11-12,2025-03-28,2025-03-30,Spain,Kayak,Single Room,4,1,2,5,221.4,442.8,Full Board,Non-refundable,136,1,1,None,Credit Card,0,Partial,221.4,1,2,0,,1
BK001472,Heritage Hotel,2023-08-31,2023-09-26,2023-10-07,South Korea,Corporate Account,Twin Room,1,3,11,4,390.0,4290.0,Half Board,Strict,26,3,1,"Late Checkout, Early Check-in, Extra Bed",Corporate Billing,0,No Deposit,390.0,0,0,3,,0
BK001473,Modern Stays,2023-09-11,2024-08-17,2024-08-31,Spain,Direct Booking,Double Room,1,1,14,2,193.6,2710.4,All Inclusive,Moderate,341,1,1,Connecting Rooms,Credit Card,1,Full,193.6,1,0,1,6.0,1
BK001474,Grand Plaza Hotel,2024-01-25,2024-08-20,2024-08-29,Germany,Direct Booking,Family Room,3,3,9,6,585.0,5265.0,Room Only,Non-refundable,208,5,0,"Extra Bed, Airport Pickup",PayPal,1,Full,585.0,0,2,2,8.0,0
BK001475,Mountain View Lodge,2023-02-11,2023-02-11,2023-02-12,Brazil,Corporate Account,Family Room,3,3,1,6,401.4,401.4,All Inclusive,Flexible,0,3,2,"Baby Cot, Airport Pickup",PayPal,1,No Deposit,401.4,1,2,2,9.0,0
BK001476,Mountain View Lodge,2023-12-06,2024-06-07,2024-06-19,UAE,Corporate Account,Studio,3,1,12,4,535.6,6427.2,Half Board,Moderate,184,4,6,None,Credit Card,0,No Deposit,535.6,1,2,0,,1
BK001477,Spa & Wellness Resort,2024-11-01,2025-02-06,2025-02-10,India,Kayak,Deluxe,1,2,4,3,351.0,1404.0,Full Board,Moderate,97,4,2,None,Debit Card,0,No Deposit,351.0,0,2,0,,1
BK001478,Boutique Hotel Central,2023-12-22,2024-06-26,2024-07-04,Brazil,Expedia,Twin Room,1,3,8,4,352.8,2822.4,All Inclusive,Flexible,187,1,9,"Airport Pickup, Baby Cot",Credit Card,0,Partial,352.8,0,2,2,,1
