booking_id,hotel_type,lead_time_days,arrival_month,arrival_day,stays_weekend_nights,stays_week_nights,adults,children,booking_channel,deposit_type,customer_type,avg_daily_rate,special_requests,required_parking_spaces,previous_cancellations,previous_bookings_not_canceled,is_repeated_guest,is_canceled
d8218acc-84db-4809-8bf3-a8dd977bf160,CityHotel,259,10,7,8,0,2,2,TravelAgent,Refundable,Transient,145.05,5,2,4,1,0,1
ad43cf56-4be8-46dd-8d32-fa63e5ef1dea,CityHotel,207,11,26,5,7,3,2,TravelAgent,NonRefund,Group,159.61,3,1,4,0,0,1
c4bd0daa-5a95-4e81-89bf-621585c2350c,ResortHotel,232,8,16,0,5,4,3,Corporate,NoDeposit,Group,230.11,4,0,4,3,1,1
c305c873-2572-4338-821a-40058ecb7f74,CityHotel,149,11,17,2,2,3,2,Online,Refundable,Group,146.75,0,2,0,7,1,0
e6c9b888-6e73-4106-ac3f-65775e7727d7,ResortHotel,115,6,23,1,0,4,1,Online,Refundable,Group,106.51,4,1,4,7,1,0
4007f4fb-7896-44ed-a559-fbae27f87ab2,ResortHotel,241,8,19,0,1,2,2,TravelAgent,Refundable,Contract,154.99,1,1,4,1,0,1
2d0e1c28-d4a2-42f8-89bd-e805d685d165,CityHotel,193,3,18,1,0,4,0,Direct,Refundable,Transient,249.57,0,2,2,4,1,1
0240b739-63a0-484d-920e-e18512bc5153,ResortHotel,204,8,23,3,7,4,3,Online,Refundable,Transient,379.7,2,1,5,4,1,1
4ff93d26-5dae-4f3c-b00c-e72148b723c3,ResortHotel,28,6,26,12,2,2,0,Corporate,Refundable,Transient,210.73,0,2,0,7,1,0
e38ffe1e-02ff-48eb-a29e-d01b675483ee,CityHotel,115,7,22,1,6,2,3,TravelAgent,NoDeposit,Transient-Party,367.16,3,1,4,6,1,0
a79ece86-3b64-422a-bc28-37c595eaa180,CityHotel,217,2,7,3,4,3,3,Corporate,Refundable,Group,314.81,3,0,3,10,1,1
8eb8b202-094a-4b91-a58d-74ca3d212800,CityHotel,257,1,5,11,3,4,1,Direct,NoDeposit,Contract,98.52,4,1,0,4,1,1
efc7f381-2fc8-4113-9c04-632e0c488272,ResortHotel,321,11,23,2,0,4,3,Online,Refundable,Group,486.39,4,2,4,10,1,1
83734564-aa5e-4e95-856c-3762869061af,CityHotel,192,8,16,0,1,2,3,Corporate,NonRefund,Group,335.4,5,1,4,1,0,1
a6c937ae-66b8-4d6e-9fe7-af5f4a9c3bcb,CityHotel,342,9,24,0,3,1,0,Corporate,Refundable,Group,389.28,2,0,3,1,0,0
39c7e23b-50a1-426d-ac63-1869a7dff2d8,CityHotel,158,8,1,6,3,2,1,TravelAgent,Refundable,Contract,263.98,2,2,3,2,0,0
3df5f124-fc07-46b3-a439-ccec8ea5054f,CityHotel,135,8,5,3,5,3,0,Online,NoDeposit,Contract,237.95,1,1,4,0,0,1
8deeabd2-7795-4105-b384-129cc990cdc0,ResortHotel,171,2,24,0,5,3,3,Corporate,NoDeposit,Contract,79.32,3,2,5,8,1,1
fdd449e4-5ab2-4516-9198-1b8241ce534a,ResortHotel,106,11,15,4,6,3,0,Direct,NoDeposit,Group,70.57,2,2,3,7,1,0
9afce7bd-19d5-4f60-82a9-16317d2dc795,ResortHotel,122,8,3,3,5,2,0,Corporate,NoDeposit,Group,69.74,5,0,0,3,1,0
52db4348-1513-454d-83f4-5844dce36eef,ResortHotel,100,1,2,0,11,4,1,Online,NoDeposit,Transient,473.35,5,2,1,4,1,0
107a3c8c-e64f-43e1-bf95-57f531ab9f08,ResortHotel,178,6,21,3,0,3,0,Online,Refundable,Transient,273.8,3,2,5,10,1,1
b10926ac-1421-4de8-ab4c-09ce5b4ef9d1,CityHotel,212,6,5,4,8,2,0,TravelAgent,NonRefund,Transient-Party,269.99,1,0,4,0,0,1
ae7a50a8-acb4-4289-8ddb-b758fb9410b3,CityHotel,26,6,8,14,0,3,1,Online,NoDeposit,Contract,77.18,4,2,1,8,1,0
28361563-81c4-4201-8dfc-59ce886dca81,CityHotel,310,11,13,3,9,1,3,TravelAgent,NoDeposit,Transient-Party,88.81,1,1,0,2,0,0
8f341ff8-ecc5-4171-96cf-fe1ea0863a97,CityHotel,364,7,25,6,0,2,2,Direct,Refundable,Transient-Party,191.86,5,0,3,10,1,1
dbc1fdc0-7274-4e1d-a66c-8510e47b5fd8,ResortHotel,143,4,16,5,3,3,0,Online,Refundable,Group,237.17,1,0,4,3,1,1
d52d4dac-49ee-4111-b488-e02697780bf1,ResortHotel,106,9,10,3,7,3,2,TravelAgent,Refundable,Transient,81.17,1,0,4,6,1,0
f35bb0c1-f89b-4841-b086-312b958cf2c7,CityHotel,27,11,9,0,4,4,1,Online,NoDeposit,Group,490.38,4,1,1,4,1,0
8319b015-6723-40c6-9db2-720011650245,CityHotel,29,3,15,1,5,3,3,Online,NonRefund,Transient-Party,56.49,0,2,0,8,1,0
0cccdb75-647d-4bfa-bdb8-c4e463446f89,CityHotel,127,7,13,3,2,1,2,Corporate,NonRefund,Transient,480.93,3,0,1,10,1,0
73c3c7fd-0f3c-4952-afbf-3b4ccad2e2e1,ResortHotel,141,3,3,4,2,4,1,Online,NoDeposit,Transient-Party,321.07,5,1,2,8,1,1
86a1dde9-cf09-4424-a796-5dec61015c0d,CityHotel,16,7,5,0,1,3,0,Online,NoDeposit,Transient,498,1,0,0,7,1,0
1ca1945f-f14a-472b-b6fe-e87b197ead71,CityHotel,324,11,22,6,6,3,3,Direct,NoDeposit,Transient,240.54,0,2,3,4,1,1
121c7654-426a-424f-b3e1-cdc5287b61ea,CityHotel,329,3,26,2,2,4,0,Online,Refundable,Group,226.46,2,1,5,0,0,1
0b9e46d6-13ee-4d8a-abe2-756092323527,CityHotel,175,6,4,1,12,1,0,TravelAgent,NoDeposit,Group,124.69,0,2,4,4,1,1
8ab0cd76-0179-47d2-9f38-a62fe17cef18,ResortHotel,155,3,10,13,1,1,0,TravelAgent,Refundable,Contract,432.8,5,0,3,3,1,0
cbd7cc2f-8810-4b8d-9687-65807414bdf9,ResortHotel,177,12,17,1,0,2,1,TravelAgent,Refundable,Contract,227.3,3,2,4,6,1,1
25c4f93d-53c7-47c5-9432-fdf9e65e985a,ResortHotel,205,3,24,0,10,4,2,Online,NonRefund,Contract,412.79,3,1,5,0,0,1
f03c2150-bd07-4eb1-bb00-04e593f8c5d0,CityHotel,272,11,13,5,3,4,2,Corporate,NoDeposit,Contract,275.17,1,1,5,1,0,1
eff16068-f144-43eb-8e79-23982791fdce,ResortHotel,197,6,24,0,4,1,0,Corporate,NonRefund,Transient-Party,54.01,3,1,4,8,1,1
0e861e19-2f3e-41bd-b816-780e98b0ade0,CityHotel,175,3,25,6,0,1,0,TravelAgent,NoDeposit,Group,422.67,0,2,1,0,0,1
28090c4e-1b22-4a96-8934-1a49a9550f7d,ResortHotel,189,10,10,1,0,2,2,Direct,NoDeposit,Transient-Party,367.73,5,0,2,7,1,1
55ca4a49-2328-47a0-bda5-b1639111b1e3,CityHotel,356,8,7,0,1,1,2,Direct,NonRefund,Contract,195.58,2,2,0,4,1,0
65f2fca9-d6e2-470e-b2d3-1ac28f79000f,CityHotel,365,4,24,8,2,2,3,Online,Refundable,Transient-Party,209.07,3,1,4,0,0,1
82d4c9e4-be61-4871-abd1-2a1fcf6ff056,CityHotel,329,8,6,0,3,4,0,TravelAgent,NoDeposit,Contract,383.79,5,1,5,2,0,1
6ca09159-2c42-4d42-8c3b-4674f709b654,ResortHotel,175,11,23,2,5,2,1,Corporate,Refundable,Group,365.19,4,0,5,8,1,1
96f8ba6c-2de1-4c89-9897-46f12fc9468d,CityHotel,339,9,23,7,1,3,3,TravelAgent,NoDeposit,Group,76.44,1,2,1,4,1,1
459e0da2-5d28-4e9c-8e4e-bf4f238c51a5,ResortHotel,271,12,15,4,0,1,3,Corporate,Refundable,Group,302.66,3,0,5,7,1,1
3f3c3912-f793-4a69-ae5b-9aac191227ed,ResortHotel,4,7,12,6,5,2,1,Corporate,NoDeposit,Contract,467.87,5,1,3,8,1,0
c825bb70-8516-468e-81e0-898308c4322e,CityHotel,358,10,5,0,4,2,0,Corporate,NonRefund,Transient-Party,146.73,5,1,3,10,1,0
a2fbfc38-f27f-4a31-a96c-a2a82cbec636,CityHotel,80,2,19,0,2,2,3,Direct,NoDeposit,Group,383.24,3,0,5,10,1,1
06c7941b-115d-4ddf-b4b8-dc7086fb5081,ResortHotel,52,7,27,5,9,3,1,Corporate,Refundable,Contract,243.51,0,2,4,3,1,0
d8cda7c0-1289-4b66-acce-95679608d803,CityHotel,316,8,21,12,1,1,1,Online,NoDeposit,Contract,200.17,5,0,2,9,1,1
dbfe1820-ece7-4056-a0ed-ded4f681b2bf,CityHotel,281,3,26,9,3,1,2,Online,NonRefund,Contract,283.97,2,0,3,4,1,1
0c741126-ffe7-41fd-99b2-f82faa404615,ResortHotel,38,5,5,5,9,1,3,Corporate,Refundable,Transient-Party,153.04,5,1,0,4,1,0
c36677da-ac27-4516-a2fa-1dc52de007e6,CityHotel,64,6,3,0,4,3,2,Online,Refundable,Group,78.81,1,2,0,4,1,0
ba53e29e-5dcc-450f-81a1-4b9bd80cb339,ResortHotel,353,9,27,8,3,4,2,Online,Refundable,Transient,264.52,4,1,0,1,0,1
406ccc84-c122-48a1-9feb-40129885aa9f,ResortHotel,328,12,2,1,10,3,0,Direct,NoDeposit,Contract,230.95,5,2,2,3,1,1
2ef12557-5d9e-48a0-87f4-8ee0bc711b44,CityHotel,122,2,9,2,3,2,3,Direct,NoDeposit,Transient-Party,162.34,1,1,1,8,1,1
488cfe3a-4d4c-499b-93f0-f012f7a73991,CityHotel,174,7,18,7,6,2,2,Direct,NonRefund,Transient,159.26,2,1,5,8,1,0
cdb322bf-8d52-434e-931f-994e74c41987,CityHotel,258,4,24,1,3,4,1,Online,Refundable,Group,359.27,2,2,1,0,0,0
ed3d1cf1-a297-4047-9bb1-232464874450,ResortHotel,341,7,7,1,10,1,1,TravelAgent,Refundable,Transient,189.74,1,0,2,8,1,0
aa9f0887-a473-403d-82e6-980a2b697794,CityHotel,139,4,23,1,8,4,1,Online,NoDeposit,Group,384.87,4,1,4,7,1,1
8543ce7f-0795-4213-a25a-f1121ae550f8,CityHotel,110,8,2,9,5,1,3,Direct,NonRefund,Transient,201.74,4,0,1,2,0,0
f97e80d8-d6eb-499d-92b6-7a7530e487bc,ResortHotel,330,4,26,0,1,4,3,Corporate,Refundable,Group,96.99,2,1,3,4,1,0
f793b0fb-836d-4d4c-9833-c0c3d5531326,ResortHotel,303,1,28,13,1,1,1,Direct,NonRefund,Transient-Party,302.58,3,2,0,4,1,0
5c8bfed9-594f-4da4-8528-73e38d8e6999,CityHotel,3,11,6,2,8,1,0,Corporate,NoDeposit,Contract,226.14,0,1,5,4,1,1
47fab567-4933-4d82-9de1-f08b8da9c7e6,CityHotel,9,10,8,6,2,3,0,Direct,NoDeposit,Transient-Party,430.65,5,0,5,10,1,0
2ac14044-5e49-41ff-bde5-49133448d0c4,CityHotel,32,1,1,4,6,4,1,TravelAgent,NoDeposit,Group,362.48,2,2,0,4,1,0
6da05ea8-930a-4b54-9a0e-3a0a6015ccdf,CityHotel,107,9,10,8,6,2,3,Online,Refundable,Transient,365.06,4,0,0,0,0,0
39b37ad4-c89d-4e37-a7b8-d4fbc66ccb89,ResortHotel,275,4,25,2,5,2,2,Online,Refundable,Transient-Party,256.01,0,0,5,10,1,1
a30262a9-9102-4a98-ae7c-da6b0374faaf,ResortHotel,122,8,18,11,1,4,2,Direct,NonRefund,Contract,174.62,0,1,2,2,0,1
e1eb7e61-80df-4a2f-a50f-51c25d165ad5,CityHotel,1,1,3,1,3,3,2,Online,NoDeposit,Group,62.13,5,2,4,0,0,0
e740cc16-dba7-4d8f-9038-3af3cba8a837,ResortHotel,185,2,25,7,0,4,1,Direct,Refundable,Transient,143.56,1,1,5,7,1,0
845836c2-2c8a-40d5-9bd9-02d05716b428,ResortHotel,137,3,10,0,1,2,1,Online,NonRefund,Group,182.13,2,2,5,8,1,1
58371496-e026-455f-aed0-0acbbf215470,ResortHotel,126,10,10,10,2,2,2,TravelAgent,NoDeposit,Transient-Party,228.21,1,1,4,8,1,1
a3ada87d-8ad8-4ac3-9830-540c80f48c52,ResortHotel,226,4,14,0,7,2,0,TravelAgent,NoDeposit,Transient-Party,335.97,0,0,1,10,1,1
b4b62fb4-030c-4ded-93cd-cc2dfe862a97,CityHotel,331,3,12,4,8,1,2,Corporate,NoDeposit,Contract,54.22,5,0,2,10,1,1
09713691-c876-4815-b3ae-f4299fbdb184,ResortHotel,338,4,16,4,6,1,0,TravelAgent,Refundable,Transient,365.86,0,1,0,3,1,1
985fb71e-4f10-43ef-894e-f29a1aed921d,ResortHotel,328,1,7,6,2,4,2,TravelAgent,Refundable,Transient-Party,194.72,4,0,2,4,1,0
81fcd98b-3ba0-4605-99b7-71b3a48c78b3,CityHotel,211,9,13,1,0,3,2,Corporate,Refundable,Transient,137.77,5,0,1,7,1,0
3dc9c9b0-9970-4173-ba44-28fb2948803a,ResortHotel,20,8,27,4,0,1,3,TravelAgent,Refundable,Transient,138.57,0,0,1,9,1,0
bdc09546-0101-44c2-aa4b-f681ad3751cc,CityHotel,24,8,22,5,0,2,1,Corporate,NonRefund,Group,338.02,4,1,0,7,1,0
11b4597b-be14-43e4-8fca-b8ad89172a52,CityHotel,184,8,5,0,3,2,3,Direct,NonRefund,Transient,326.82,2,2,5,7,1,1
01292e2b-67cd-4737-92ea-73a4e4969251,ResortHotel,195,7,13,1,0,4,2,Direct,NoDeposit,Transient-Party,185.19,3,0,5,4,1,1
e761a017-b1df-4605-94c2-505b88d826ab,CityHotel,128,4,24,1,11,2,3,Corporate,Refundable,Contract,296.09,3,0,2,8,1,0
f556d179-a262-469a-90ff-8efb08abdc5d,ResortHotel,225,8,28,3,9,1,1,Corporate,Refundable,Contract,335.73,1,2,2,5,1,1
d3f27359-3f50-49f3-b0b4-fac165818c3c,ResortHotel,359,7,10,5,4,4,0,Online,NonRefund,Group,485.64,2,0,1,10,1,0
3bc88b68-0952-4d0e-adc1-ec2460660b70,CityHotel,53,9,21,1,12,1,2,Direct,NonRefund,Group,464.7,4,2,0,5,1,0
e1cc55a6-8b3c-4c91-a7ec-abf2629e550b,CityHotel,263,8,1,7,3,2,3,Corporate,Refundable,Transient,489.94,5,0,0,7,1,0
7f19ceaf-aa60-4328-a8db-414562f21a66,CityHotel,244,2,23,1,3,4,0,Online,Refundable,Transient-Party,134.86,1,2,0,6,1,1
eba6e8fa-0a20-4f3a-ac69-2cd5fec1fc89,CityHotel,275,9,15,8,0,4,1,Corporate,Refundable,Contract,84.4,2,2,5,2,0,1
666a03eb-5210-4c89-a1dd-35d49e55bb69,CityHotel,11,6,15,11,1,2,1,Corporate,NoDeposit,Group,292.74,1,0,4,5,1,1
3da5b37c-e574-42df-8583-df6162b3ec59,ResortHotel,118,9,24,3,4,1,3,Corporate,Refundable,Contract,292.88,5,0,0,6,1,0
46f271bc-cfc5-482b-896a-dd9c9f5d3ee7,CityHotel,360,6,7,8,1,1,0,Direct,NonRefund,Contract,461.65,2,0,4,2,0,1
c1bdfc2b-d788-48e6-93aa-2fecdd55a740,ResortHotel,81,8,25,2,8,2,1,Direct,NoDeposit,Group,193.99,0,2,1,10,1,0
99131c57-7929-48d9-ab12-2540b5770766,ResortHotel,142,2,5,6,6,4,0,Online,NoDeposit,Transient-Party,484.55,0,0,2,10,1,1
1b285f11-e9df-4fe4-9f02-06b68a833980,CityHotel,186,2,16,3,6,3,0,Online,NoDeposit,Transient-Party,461.5,0,1,0,2,0,1
3e461a82-2a3b-40e1-86d8-df87fc2901ec,CityHotel,95,9,17,8,5,3,0,Corporate,NonRefund,Transient,59.34,2,2,1,1,0,0
df43161e-43b6-493b-bd87-c279852ecf9d,ResortHotel,184,9,15,4,4,1,3,Online,NonRefund,Contract,127.23,0,1,5,7,1,1
4587f9cc-7058-452d-b279-6bdd4951536f,ResortHotel,347,10,13,0,4,4,3,TravelAgent,Refundable,Contract,132.57,3,1,2,10,1,1
a07dd014-5b00-4f43-a057-446d9df473cd,ResortHotel,209,10,22,2,2,4,3,Direct,NonRefund,Group,137.92,0,1,0,3,1,1
dac79c38-ad2f-4e83-bea6-fbed5aea0375,CityHotel,60,2,5,11,1,2,0,TravelAgent,NoDeposit,Group,117.44,3,1,0,7,1,0
2747552f-92f6-463d-8e8b-073a54d65d70,ResortHotel,266,12,18,0,2,3,3,Corporate,NonRefund,Transient-Party,309.52,3,1,3,5,1,1
c156305b-b3a2-4fe2-b007-98c2bab7647f,ResortHotel,223,10,21,3,5,3,1,Corporate,NoDeposit,Group,441.77,4,1,3,2,0,1
d5d30941-9a4b-4a0d-8575-0af5e8677edf,CityHotel,104,6,12,1,1,2,2,Direct,Refundable,Transient,309.87,4,2,5,10,1,0
b55fa253-bc38-46d1-8ba5-1751b54dba04,CityHotel,272,8,20,2,4,4,1,Direct,Refundable,Transient,452.9,4,2,0,8,1,0
73967446-c45a-43ab-befa-80889962402c,ResortHotel,64,3,24,1,0,2,1,TravelAgent,NonRefund,Contract,229.6,2,2,3,3,1,0
c97b239c-a182-430a-9b0d-f6252921a2bc,CityHotel,226,1,14,7,2,4,2,Corporate,Refundable,Transient,480.6,4,1,0,0,0,0
57ea101e-6237-4b17-8166-8836262f4620,CityHotel,66,6,7,0,7,1,2,TravelAgent,Refundable,Transient-Party,147.94,4,1,4,7,1,0
094bd115-43bc-44b1-8470-d9ee17ef97e9,ResortHotel,121,4,3,9,0,3,2,TravelAgent,Refundable,Group,450.1,1,1,2,4,1,1
56b64c03-bb85-43f2-9c45-20fbf52a668e,CityHotel,336,5,22,13,0,4,1,Direct,Refundable,Transient-Party,180.15,4,0,5,3,1,1
db492d7a-c80f-4979-b820-c1d8be2c3848,CityHotel,203,9,6,4,6,4,3,Corporate,Refundable,Contract,98.78,2,0,3,4,1,1
da05302d-3c89-4201-a550-c38e9a97d3a4,CityHotel,109,12,21,2,2,3,3,Corporate,NoDeposit,Group,98.87,3,2,2,0,0,0
22d68dc9-ea1b-434e-b0df-8b630251d31e,CityHotel,33,7,20,7,0,4,3,Corporate,NoDeposit,Transient-Party,366.16,5,0,4,6,1,0
0a4a8248-ef71-4100-a576-278ef4b9f2fd,ResortHotel,185,1,20,4,8,2,3,Corporate,NoDeposit,Transient,78.55,2,2,4,10,1,1
0bd474ce-aa48-4189-87a3-04322ef9cc2e,CityHotel,254,8,18,3,2,2,1,Direct,NonRefund,Contract,87.56,5,0,5,3,1,1
9cdd7c6c-58c9-43ef-9df3-64c25d05358b,CityHotel,166,2,15,5,2,3,0,Corporate,NonRefund,Transient,303.04,5,1,5,3,1,1
9493f279-05cb-4096-b0ad-5e5d066e7354,ResortHotel,179,2,19,1,0,1,3,TravelAgent,NoDeposit,Contract,302.09,5,1,2,2,0,1
df3dffc3-ef2d-498d-99f8-cac70718044d,ResortHotel,89,6,9,3,1,4,3,Online,NonRefund,Contract,218.67,0,0,2,0,0,0
095d8076-5a63-4cdb-8b7b-8bb74166241b,CityHotel,146,3,20,9,5,2,3,Corporate,NoDeposit,Transient,247.93,1,0,3,10,1,1
b83c3877-428e-48e1-ab14-5c7fea701cd6,CityHotel,155,10,9,6,7,2,2,TravelAgent,NonRefund,Contract,71.97,5,0,0,3,1,0
453841f1-3256-4120-8398-36238c5dd996,CityHotel,245,8,15,1,6,1,2,TravelAgent,NonRefund,Transient,76.07,3,0,1,4,1,0
6dff73c3-97c8-40e3-a84a-e2e1c7b7501f,CityHotel,123,3,16,4,1,1,1,TravelAgent,NonRefund,Contract,438.54,0,1,4,5,1,1
d637e854-e116-48cc-b5b2-638a68341cd6,ResortHotel,358,4,21,0,1,3,1,TravelAgent,NoDeposit,Transient,64.09,3,2,3,9,1,1
3631c1c7-ef96-4494-9c35-9f09ac326e6f,CityHotel,24,6,9,0,10,4,2,Direct,NonRefund,Transient-Party,434.1,5,1,4,8,1,0
fef74a78-70a4-4fc8-85ee-436ab407f839,CityHotel,62,10,12,0,13,4,2,Direct,NonRefund,Transient-Party,130.33,3,2,5,0,0,0
450f450b-d56c-45ea-84e6-11ff617654f7,CityHotel,48,12,15,3,11,2,0,Corporate,NonRefund,Transient,168.33,0,1,1,1,0,0
53aafd7a-4cbc-4268-ada7-122ac55fd6e4,CityHotel,347,7,2,0,8,2,0,Direct,NonRefund,Contract,372.46,1,0,0,8,1,0
a6e760f4-3ca0-44e6-a473-eb74c175ace3,ResortHotel,290,10,12,4,0,3,0,Corporate,Refundable,Contract,238.06,4,2,3,3,1,0
8b446fa2-6d5d-4bcb-98f5-b92377d3112c,CityHotel,312,7,2,11,1,1,0,Direct,NonRefund,Contract,151.66,1,0,1,7,1,0
b2c4ee61-507c-43ea-9d35-4dde809dfccc,ResortHotel,271,11,10,4,0,2,3,Online,NoDeposit,Contract,459.82,1,1,2,2,0,1
cea733fd-1e3e-48f0-b6e6-2c1de137ba8c,CityHotel,117,11,25,2,12,3,3,Corporate,Refundable,Contract,323.23,4,1,1,4,1,0
d7e67832-18d4-4da7-b039-1d02d52ea71e,ResortHotel,97,1,11,6,5,4,1,TravelAgent,Refundable,Contract,236.73,0,1,0,2,0,0
cbd610a6-8c02-4db0-a976-5895840cc463,ResortHotel,315,3,16,1,4,1,3,Corporate,NoDeposit,Group,292.2,3,2,0,1,0,1
a3bc0c1b-0035-40f0-bf5c-535a2659553b,CityHotel,35,2,25,3,4,4,2,Corporate,NonRefund,Transient,97.54,0,1,5,2,0,0
d2e292e7-643b-466f-961b-7d1390f18402,CityHotel,336,9,11,0,6,1,1,Online,Refundable,Transient,366.19,3,2,2,9,1,1
66550eb4-3567-4122-861d-a75703a57782,ResortHotel,159,3,22,6,3,4,0,Online,Refundable,Contract,332.25,1,1,1,6,1,0
815482eb-0d01-4c8d-8187-917300e0ec9f,CityHotel,355,3,19,2,0,3,2,Corporate,NonRefund,Transient-Party,114.01,3,0,5,8,1,1
ecc79f2b-dcad-450b-a70b-52db679ffe6f,ResortHotel,37,12,9,5,9,1,2,Online,NoDeposit,Transient-Party,405.64,1,0,4,7,1,0
6e9c7b78-45b6-4597-aa0f-293b64cdaed6,CityHotel,198,10,17,0,10,1,3,Corporate,Refundable,Group,78.81,2,2,1,10,1,0
d50a528b-9054-471b-b869-9cf3975ed718,ResortHotel,59,8,15,5,3,2,2,Corporate,NonRefund,Transient,293.46,3,2,2,0,0,0
c6435425-c122-4495-a5c7-0737c716d8b0,CityHotel,193,8,21,0,1,3,1,Online,NoDeposit,Transient-Party,116.03,4,2,1,1,0,1
2592810f-8f1e-42c4-b8e7-ce62c9daf647,CityHotel,309,6,28,3,7,3,0,Online,NoDeposit,Group,273.73,3,1,2,4,1,1
5fe069e2-394e-4b73-9919-df415461ba2d,CityHotel,341,1,8,3,3,1,0,Online,NonRefund,Transient-Party,448.05,0,0,1,6,1,1
e2837a75-5348-45d7-8048-15a9eed6a3d8,ResortHotel,179,12,21,10,3,1,3,TravelAgent,NoDeposit,Group,195.94,0,1,0,5,1,1
4db2c6c6-5e3a-4bad-848f-cc11e2239076,ResortHotel,285,10,28,3,6,2,0,Corporate,Refundable,Transient,100.79,5,0,3,0,0,1
1135e0dc-785e-4269-913a-d06e129ec56d,CityHotel,115,2,5,7,0,3,3,Online,Refundable,Group,217.78,0,2,3,9,1,1
3ee67ab0-f732-4ad7-a308-037de7efbfca,ResortHotel,205,9,12,0,7,2,2,Corporate,NoDeposit,Transient,210.03,3,1,3,1,0,1
931f8d70-2cfd-4b92-ba6e-b0aa0a2bf735,ResortHotel,169,5,10,0,5,2,2,TravelAgent,Refundable,Contract,78.16,4,0,2,10,1,1
ab6b4260-3c52-49cc-b417-7d26bd2355fa,CityHotel,111,2,12,0,5,4,1,Online,NoDeposit,Transient-Party,271.93,2,0,3,0,0,0
577b4c05-e630-476c-a8bc-fb2584eb5633,CityHotel,18,8,19,3,3,4,2,Corporate,Refundable,Transient,146.59,3,1,2,5,1,0
1e3a906d-de3a-49c2-a74b-5fb0a670ad29,ResortHotel,327,12,6,0,12,1,0,Corporate,Refundable,Transient-Party,350.28,2,0,4,6,1,1
22f22b10-1291-4116-8f13-48882552549b,ResortHotel,29,12,1,3,2,3,3,TravelAgent,Refundable,Transient-Party,315.21,5,1,4,6,1,0
a659d0af-5483-44c5-9f27-216c5f1fe55e,CityHotel,17,8,4,1,0,4,0,TravelAgent,NonRefund,Transient,101.6,1,2,0,5,1,0
44eabcad-4545-4b20-a41e-7f7e2a04dca9,CityHotel,35,4,10,6,0,4,1,Direct,NoDeposit,Group,333.2,2,1,1,1,0,0
6eaa98e6-fb84-49e5-a223-aa8dadfdcb30,ResortHotel,261,4,22,1,4,3,1,Online,NoDeposit,Transient,460.42,1,2,4,5,1,1
79ed0061-c56d-43bd-b796-64858a72e162,ResortHotel,154,7,25,5,8,4,0,Online,NoDeposit,Contract,60.54,4,1,2,5,1,1
9d866f42-4bb9-4a3c-963a-e03f89a27691,CityHotel,4,6,5,1,1,4,3,TravelAgent,Refundable,Transient-Party,223.58,0,0,2,7,1,0
9cacd281-a458-4acb-ae7f-2ad3e7b8abdf,ResortHotel,69,5,13,3,6,2,0,Online,NoDeposit,Transient-Party,257.97,3,2,5,1,0,1
aa637661-bd1f-480d-bf07-a825672bd02e,CityHotel,321,12,11,2,5,1,3,Online,Refundable,Transient-Party,432.29,4,0,5,3,1,1
f38bfa93-4796-47d7-8bc8-4b59f1348872,ResortHotel,162,11,22,7,5,4,0,Corporate,NonRefund,Transient-Party,373.15,4,2,5,4,1,1
5b78b5b7-0364-4a31-b1ba-b9e39d8337cb,ResortHotel,87,5,4,2,4,1,3,TravelAgent,NonRefund,Contract,299.17,5,1,5,4,1,0
8721f328-6c0a-4223-9210-3cb0114ed9b3,CityHotel,358,9,6,7,6,4,1,Corporate,Refundable,Contract,80.94,5,0,0,9,1,0
2808dc0b-48cc-44ae-91a2-a7ffea32e4e4,ResortHotel,163,12,13,0,6,3,3,Direct,Refundable,Contract,128.41,5,1,3,9,1,1
ddbfbb60-d583-4a1b-a64e-a040a7e531f1,ResortHotel,207,5,3,7,1,4,3,Corporate,Refundable,Group,417.6,1,1,0,4,1,0
d37c6b34-9930-4737-8958-f5ed4a05a933,CityHotel,214,3,7,0,1,4,0,TravelAgent,NoDeposit,Group,422.36,2,0,4,4,1,1
9dbda927-721e-47f8-975a-a4b82ea42dc5,CityHotel,144,2,11,3,5,4,1,Direct,NonRefund,Transient,246.6,1,1,0,7,1,0
44f69e01-aaa3-4dda-8ffd-f9244ae7320f,CityHotel,126,3,5,4,3,4,0,TravelAgent,NoDeposit,Group,341.04,1,0,4,2,0,1
900c801c-1a2a-472c-9bfc-9aac8f97e4af,ResortHotel,212,2,27,8,0,1,2,Direct,Refundable,Contract,214,1,1,2,4,1,1
68e5b609-c71c-41ce-b06f-2e1309fd0d5d,CityHotel,183,9,1,1,6,3,2,Online,NoDeposit,Group,61.81,2,2,0,9,1,1
b972f75d-4395-4bbc-b2fe-d52e961cc5eb,CityHotel,308,1,5,0,5,2,2,Corporate,NoDeposit,Contract,256.69,2,0,4,3,1,1
e89ab06a-8d37-4f83-8aa9-860659ab22c7,CityHotel,131,1,16,7,3,2,3,TravelAgent,NonRefund,Transient,192.12,3,1,0,4,1,0
e8d4c110-569d-49dd-964a-ee9d7c5c7c3f,CityHotel,232,3,25,13,0,4,2,TravelAgent,NoDeposit,Transient,172.32,5,1,0,3,1,1
15e08e9c-8c44-4d02-9683-0cfe0bcbeec1,CityHotel,341,11,12,2,2,2,3,TravelAgent,NoDeposit,Transient,191.04,3,2,4,7,1,1
