record_id,hotel_type,city_tier,month,day_of_week,is_weekend,season,special_event,local_event_score,competitor_avg_price,hotel_avg_price,rooms_available,rooms_booked_last_week,lead_time_avg,search_volume_index,marketing_campaign,weather_score,predicted_demand_score,demand_fluctuation_label,demand_level_class
f2ebea31-fcb3-45d5-a273-085b60db58db,CityHotel,Tier2,6,3,0,High,0,1,153.39,263.9,182,142,56,158,1,4,92.67,Low,0
bd4f6873-80b2-4fd2-b3ef-18086a40b440,BusinessHotel,Tier2,10,7,1,High,1,10,86.12,398.19,238,38,65,94,1,5,52.91,Low,0
76b5783a-4042-4cb3-bc9c-8de971297839,BusinessHotel,Tier2,2,5,0,Low,0,7,186.0,352.27,175,28,15,49,0,6,47.86,Low,0
1f3a677c-c9f9-4f9c-be23-f3b1589dd8c7,ResortHotel,Tier1,3,5,0,High,1,1,306.91,115.66,99,235,82,193,0,7,130.71,Medium,1
92f5fd3a-770a-4b67-ba4e-fa7fbfeb8f07,BusinessHotel,Tier2,6,1,0,Mid,0,6,243.56,128.19,24,185,49,154,0,8,111.46,Low,0
9db0ebd3-cdd1-4519-96f8-477b94b32b77,CityHotel,Tier1,12,3,0,Peak,0,3,267.97,170.94,99,213,41,64,1,3,79.01,Low,0
ca7b2b09-69f9-4814-b02c-2e3fdb1226de,AirportHotel,Tier3,6,2,0,High,0,8,147.73,347.3,259,147,15,191,1,9,128.27,Medium,1
02e6ba65-775d-4a47-b00c-e365fcfe8d0d,ResortHotel,Tier2,1,7,1,High,0,5,273.85,156.45,233,65,107,160,0,4,84.39,Low,0
fd5a0693-3b8b-4ed4-af72-7a66a32ab383,CityHotel,Tier2,10,2,0,Mid,1,10,280.37,73.84,259,232,28,82,1,5,112.67,Low,0
aee7e32e-fe83-4217-bbad-cdf6d757f167,AirportHotel,Tier3,1,6,1,Mid,0,3,257.48,396.92,177,126,47,26,0,7,57.34,Low,0
d3446449-4fd6-4ae6-b4a4-ecf12c0a7763,CityHotel,Tier3,3,5,0,High,1,5,133.24,195.07,192,242,87,53,0,2,91.03,Low,0
c6fb8753-d5ca-4311-b50d-9b1e98c47f1b,CityHotel,Tier3,4,1,0,High,0,9,392.93,417.66,209,106,87,92,1,1,78.38,Low,0
7f23e4b8-cecb-422f-8195-399581d904f3,CityHotel,Tier1,6,2,0,Mid,0,6,128.43,396.33,95,186,87,44,0,3,61.28,Low,0
e54a5fc9-94c1-47ce-a7f1-d45a32b1f1b3,AirportHotel,Tier1,6,4,0,Low,1,8,64.74,68.99,125,180,54,129,0,7,65.4,Low,0
2fac2a26-cd7d-4ffe-a4b1-4251934c2d33,CityHotel,Tier2,10,2,0,Peak,0,2,242.06,62.42,255,31,111,94,1,1,35.47,Low,0
17011be5-a06d-4071-8376-058bf2e80e74,ResortHotel,Tier2,8,2,0,Mid,1,0,313.12,444.74,204,197,102,72,0,5,80.13,Low,0
b795b997-0b5a-4aa5-b429-c422e633be44,BusinessHotel,Tier3,1,6,1,High,1,1,269.46,95.27,255,112,120,115,0,1,65.95,Low,0
109a2a51-d819-4d76-b220-c41035fda469,BusinessHotel,Tier2,5,2,0,High,1,3,133.0,324.49,222,277,82,77,1,6,103.48,Low,0
f7797cc1-586b-40b4-ad9f-777f6d041c26,BusinessHotel,Tier1,3,7,1,High,0,4,373.32,294.29,112,141,113,101,0,7,73.01,Low,0
e5df3776-03b7-45e4-a005-7ee96f5923e5,AirportHotel,Tier3,9,1,0,High,1,9,87.85,259.89,222,58,14,133,0,8,59.33,Low,0
619e2773-3734-4ebc-bf9b-d3b77307279a,BusinessHotel,Tier1,4,6,1,Low,0,2,284.91,379.66,89,133,88,54,1,4,32.03,Low,0
5476a15f-9eb4-4fee-9977-0de81bf212f7,ResortHotel,Tier2,9,6,1,Low,1,10,318.72,52.46,207,261,36,149,1,8,146.49,Medium,1
4b4a614c-7b78-4283-8c00-c0af463aba3c,AirportHotel,Tier2,11,5,0,Mid,0,2,242.91,259.95,71,108,29,46,0,1,57.81,Low,0
ee9277e2-ed71-49cc-9d7a-ab49413bb440,AirportHotel,Tier1,4,1,0,Mid,1,6,232.1,391.94,57,173,112,22,0,1,52.23,Low,0
56134aa1-e8ee-45e5-89ae-e2f3d66e42ca,CityHotel,Tier2,6,1,0,High,0,1,213.92,249.35,270,207,62,63,1,7,104.19,Low,0
83b7f052-69fb-463e-b7f3-98422eec299f,AirportHotel,Tier2,1,7,1,High,1,5,259.75,71.92,169,64,25,181,0,10,112.85,Low,0
e653772c-0e2f-437d-810b-4046a0142694,CityHotel,Tier3,10,3,0,Low,1,7,343.1,96.21,92,137,99,104,1,10,100.51,Low,0
9c6397a7-f02c-49d6-93ba-af104c0781f2,AirportHotel,Tier1,12,5,0,Low,0,2,294.92,116.58,231,191,20,61,1,1,65.75,Low,0
2380f361-6b51-4508-8755-a1a680f7b0e5,CityHotel,Tier3,6,3,0,Peak,1,1,73.55,131.45,267,146,40,186,0,5,125.95,Medium,1
6e12a44d-73a1-454b-a782-a662a35dcd9f,BusinessHotel,Tier1,6,3,0,Peak,1,10,354.97,79.41,180,73,100,107,0,10,77.17,Low,0
0146f4ef-3932-460a-99d9-3c2a594058a1,BusinessHotel,Tier2,4,6,1,High,1,4,249.56,235.22,73,276,54,79,1,8,108.57,Low,0
7f185a12-a5f5-4367-8040-ecd151aa56fa,ResortHotel,Tier2,3,2,0,Low,1,3,258.68,348.28,198,169,97,152,1,7,90.23,Low,0
eafae666-0156-4048-9436-460b754560a8,AirportHotel,Tier1,11,6,1,Low,1,9,69.9,254.41,145,87,65,166,1,2,114.66,Low,0
a84903eb-a188-45e7-8eda-9ceb9d00ac08,CityHotel,Tier2,1,4,0,Low,1,3,309.52,66.82,98,95,40,122,0,9,59.0,Low,0
9c55bee9-106d-45b7-95d5-14738da1b252,BusinessHotel,Tier1,9,6,1,Peak,0,9,389.88,134.83,150,272,32,181,1,4,134.97,Medium,1
e17b8ead-bc74-4c6c-89d9-1094f779e49a,BusinessHotel,Tier1,12,3,0,High,1,9,151.31,425.13,230,239,58,193,1,1,113.27,Low,0
18b2ee60-560b-4643-8b32-c1f34eea4b32,BusinessHotel,Tier1,2,2,0,High,1,1,284.68,199.39,172,143,67,111,1,5,61.83,Low,0
05b22d34-9431-4ff0-b3b1-243cbc88f5ec,CityHotel,Tier3,6,2,0,Low,0,5,213.76,73.64,229,128,10,33,0,7,48.8,Low,0
fb894219-c1b1-469c-ba4e-cb0d503f2262,BusinessHotel,Tier2,1,4,0,High,1,10,101.61,417.84,154,231,56,164,1,4,156.62,Medium,1
c6b34e64-9bed-4aae-a1c7-437db18e2a20,ResortHotel,Tier3,12,7,1,Peak,1,7,371.27,65.16,195,108,83,124,0,4,62.46,Low,0
9d875948-0a2e-4787-9a6e-16d65fca3057,CityHotel,Tier3,7,7,1,High,0,8,234.83,112.74,74,221,26,165,0,7,91.69,Low,0
02a43c84-df43-4c86-80cf-477328d7aefc,AirportHotel,Tier2,11,6,1,Peak,0,8,309.67,300.39,193,271,8,197,0,2,158.48,Medium,1
d2669757-1a53-450b-9746-52b207315de9,ResortHotel,Tier3,7,4,0,Mid,1,6,251.74,416.16,79,189,1,56,0,2,39.14,Low,0
93165a88-0dd2-4081-bca7-2075c19e10fd,CityHotel,Tier1,11,1,0,High,0,3,98.18,201.09,294,52,11,66,1,2,34.28,Low,0
24341ab0-d7c3-4cf6-a3d4-07d0fe1317e3,BusinessHotel,Tier1,3,6,1,Low,0,5,299.61,387.25,66,28,54,188,0,6,107.81,Low,0
cd4c8296-04e1-4027-8dea-bd0b543916d2,ResortHotel,Tier3,6,3,0,Low,1,9,381.29,150.45,171,203,2,39,0,2,67.31,Low,0
be7bbd13-4079-424d-a108-2925d5eeedc6,BusinessHotel,Tier2,2,7,1,Peak,1,9,92.72,235.13,146,221,115,21,1,3,81.78,Low,0
a0564ae4-bbe0-44b6-83dc-624e8ef013ad,AirportHotel,Tier1,8,1,0,Mid,1,10,207.6,311.25,230,134,52,136,0,10,113.2,Low,0
55f96c30-b4f4-468c-aadb-c6c0bf92d071,CityHotel,Tier1,5,2,0,High,0,1,112.18,307.75,38,129,12,174,0,1,90.48,Low,0
280d158d-52c3-4e11-b84e-81f1ff0c9d4e,AirportHotel,Tier3,10,4,0,Low,1,5,370.98,371.81,47,270,73,193,1,5,133.41,Medium,1
a976b91c-b68f-4293-bb41-da228b1dbf78,ResortHotel,Tier2,9,4,0,Peak,1,9,205.54,148.94,275,200,85,189,1,3,137.75,Medium,1
8a644627-1929-4c9d-ae97-95c860ff12c1,BusinessHotel,Tier3,3,1,0,Mid,0,3,286.68,60.33,190,26,63,54,1,3,46.89,Low,0
865c69ba-8976-46f8-ae9c-6918d9bf58ee,BusinessHotel,Tier1,2,5,0,Peak,1,6,145.8,383.71,27,142,18,161,1,8,121.5,Medium,1
d65da28e-5b2c-4a2b-9d3a-d6e27f56724e,BusinessHotel,Tier2,11,4,0,Peak,1,6,206.12,304.38,230,124,25,136,1,3,98.25,Low,0
03180c96-b0ed-441d-aa83-b105c19eed0b,CityHotel,Tier2,4,3,0,Peak,1,9,392.98,153.47,296,162,39,144,0,5,108.02,Low,0
8f7c91aa-9034-46ca-bd09-bdba38a546a0,CityHotel,Tier2,3,7,1,Low,1,3,122.56,142.95,179,62,69,77,0,1,34.16,Low,0
ebe6f03f-953e-48b8-8adf-3bfdb3b9b05d,ResortHotel,Tier1,1,7,1,Peak,1,6,288.34,173.49,28,71,67,113,0,10,78.85,Low,0
cbced2df-e285-4c6b-a0c4-e9712a62587d,ResortHotel,Tier1,10,5,0,Peak,0,7,79.76,132.94,228,53,98,86,1,8,89.38,Low,0
437ff2c8-055b-4b86-8c90-74d473a28d19,CityHotel,Tier1,11,7,1,Peak,1,2,246.86,104.38,37,31,9,105,1,10,44.44,Low,0
7af24bb6-0826-4eef-b156-a88edb626a31,CityHotel,Tier1,2,6,1,Mid,0,2,199.62,247.73,202,135,55,40,1,7,31.39,Low,0
c763a988-2ac3-4bf0-a54c-480f0527f67a,BusinessHotel,Tier1,3,3,0,Low,1,5,399.48,69.63,112,205,2,175,1,6,133.68,Medium,1
896e3060-8898-4d41-8e53-eba0fbb0995c,ResortHotel,Tier2,4,3,0,Low,1,6,87.17,129.94,205,184,24,61,0,4,58.64,Low,0
00c56981-077f-40cf-a2f8-94f4cfd2ea1f,ResortHotel,Tier3,4,5,0,High,0,9,237.1,182.34,238,217,1,42,0,5,102.64,Low,0
f73efa54-85fc-4728-ba51-eee2559922fc,CityHotel,Tier2,8,3,0,Low,1,9,340.49,189.3,128,273,57,98,0,10,118.96,Low,0
80d492e4-83cd-4f67-9970-8f0f78120530,AirportHotel,Tier1,3,2,0,High,1,1,381.23,242.96,80,114,12,27,0,10,34.81,Low,0
4b47933c-129b-48e0-aec0-a0742c35dad3,ResortHotel,Tier1,7,4,0,Mid,1,5,349.09,206.77,166,181,13,181,0,6,119.96,Low,0
66aec904-299f-4ce5-94ac-a6eb0db0acc6,AirportHotel,Tier2,10,6,1,High,0,1,259.83,311.73,132,137,64,109,0,2,67.6,Low,0
b957f4e5-0a8a-4ec1-8844-96f95f990579,BusinessHotel,Tier2,4,4,0,Peak,1,9,270.13,235.15,119,221,110,56,0,1,98.47,Low,0
2f19c6ae-48ea-4d12-b382-593b74b61bb7,BusinessHotel,Tier3,12,3,0,Low,0,4,330.8,162.63,107,111,91,163,1,10,90.51,Low,0
83fc9f96-874d-4834-8e19-e1c8230fd2bd,AirportHotel,Tier1,11,1,0,Peak,0,0,204.27,355.51,58,102,105,120,1,5,74.92,Low,0
80fb9de0-dacd-4502-be3c-fc9258caf43f,ResortHotel,Tier2,11,4,0,Mid,0,6,106.9,307.46,231,66,111,176,0,4,96.9,Low,0
ae3336cf-0d9a-4719-95bc-d05c4e8d3b13,CityHotel,Tier3,4,2,0,Low,1,3,191.08,310.75,264,166,90,170,1,8,91.69,Low,0
85e0c3ba-6f61-4ed8-9b1f-6bc2236d9180,AirportHotel,Tier2,12,3,0,Peak,0,5,181.76,401.59,31,279,25,132,1,7,102.27,Low,0
a4d49a02-fc06-428d-a2cd-a0a7caef5453,ResortHotel,Tier2,7,2,0,High,1,7,348.42,80.51,84,108,29,122,0,3,106.11,Low,0
26701e41-1168-4cef-8abc-472cd6f61e41,ResortHotel,Tier2,3,1,0,Mid,1,8,66.31,196.77,158,256,20,115,0,1,71.8,Low,0
aa77303b-4ac0-4f21-9f54-930407a173a2,AirportHotel,Tier1,8,3,0,Low,1,10,264.99,76.84,236,118,61,151,0,5,64.77,Low,0
df52f8eb-6ffb-4811-85e7-27e2679a649e,AirportHotel,Tier3,2,7,1,Mid,1,2,300.36,272.97,70,223,60,161,1,2,109.85,Low,0
e2866d90-4bd3-4718-9ab8-ef487d3cac98,ResortHotel,Tier3,9,6,1,Peak,0,6,399.06,130.76,218,62,5,26,0,10,83.64,Low,0
cf09d355-a4d8-498d-86da-8217fb0cfc09,CityHotel,Tier2,5,6,1,High,1,5,80.17,291.85,147,166,35,53,1,10,110.26,Low,0
1d53672f-80aa-4a4f-859d-38623cbaaeb2,AirportHotel,Tier2,5,2,0,Peak,0,3,195.89,230.01,135,14,76,51,0,10,65.12,Low,0
48d3c53d-ae6a-4b1e-a94a-6e8dc79a4b71,ResortHotel,Tier3,9,5,0,Peak,1,7,318.4,434.44,234,64,51,47,1,9,74.8,Low,0
59c5caef-87d2-48b2-b20a-351c1f19054f,CityHotel,Tier1,9,6,1,Peak,1,10,210.11,276.42,247,262,43,161,1,7,121.98,Medium,1
7b63560a-707f-4e42-99af-bc42699b6293,AirportHotel,Tier2,1,2,0,High,1,8,91.08,134.71,59,25,102,80,0,9,44.34,Low,0
da1f8184-395f-4175-a233-b0bde899fa10,AirportHotel,Tier2,10,7,1,Low,1,1,245.49,353.64,233,122,89,149,0,5,89.69,Low,0
a526da17-51cc-4a81-9187-789606c44375,CityHotel,Tier1,2,7,1,Low,0,10,284.48,307.99,247,252,83,166,1,9,143.98,Medium,1
90243241-4ef8-4b31-94ba-54fab170230e,BusinessHotel,Tier2,7,3,0,Peak,1,8,143.52,140.42,282,105,70,48,1,6,77.5,Low,0
8fc7fd32-69c1-4a04-b4f3-689a7037d69d,BusinessHotel,Tier1,1,4,0,High,1,4,184.73,219.73,180,157,101,154,0,8,101.47,Low,0
b10a3d67-9cec-4c63-bd4a-be2510ec63e1,CityHotel,Tier2,2,4,0,Low,0,0,193.08,431.78,42,250,13,88,0,2,40.16,Low,0
1d1a2319-5c70-4a83-a10e-aae0d298f697,BusinessHotel,Tier2,1,3,0,Mid,0,0,393.68,96.36,143,160,99,169,1,2,73.25,Low,0
2e16eb10-1444-485a-8cab-fd515fb03a9b,ResortHotel,Tier2,7,5,0,Mid,1,5,65.01,447.69,54,197,2,71,0,8,102.05,Low,0
fbe206b9-fcdf-46c7-abad-1b9ac0ca77a7,AirportHotel,Tier2,3,4,0,Low,0,3,268.86,54.89,121,111,10,124,1,9,75.28,Low,0
8b9ee058-04d3-4b8e-bcba-885cd564ba0b,AirportHotel,Tier2,3,7,1,High,1,4,214.24,157.26,238,67,114,76,0,8,40.79,Low,0
bad334a3-475c-4f5f-bc6d-67710b2ce432,CityHotel,Tier1,2,1,0,Mid,1,1,264.07,262.05,30,32,15,75,0,7,65.6,Low,0
e68e77fe-dd38-4a0b-8be4-918f7bf3831c,CityHotel,Tier1,4,6,1,Low,1,4,292.91,323.52,271,131,33,33,0,2,29.37,Low,0
16ef3c2f-2bee-49dc-99cb-6fc0c4cbd04e,ResortHotel,Tier2,4,3,0,Peak,1,4,182.93,122.13,274,51,120,102,0,2,52.24,Low,0
b1a50b52-9a7b-4b98-9175-6e6db18ecca6,ResortHotel,Tier1,9,3,0,Peak,1,9,103.6,444.68,124,248,11,36,1,8,72.14,Low,0
5a4d25f4-6620-4740-9f25-b9961b6ea774,CityHotel,Tier3,9,2,0,High,0,1,360.23,306.34,67,62,68,43,0,4,45.84,Low,0
0b392a02-0897-44b9-abab-96dca5cd4601,CityHotel,Tier1,5,7,1,Low,0,4,309.27,130.16,299,181,66,134,0,10,118.46,Low,0
d7046ebd-b5e1-4099-9db6-c2f9d2a4221b,CityHotel,Tier1,10,2,0,Peak,0,7,192.72,328.89,72,209,91,60,0,5,75.31,Low,0
80db399a-1079-4ab9-9403-7dc00bda0fe4,ResortHotel,Tier1,1,6,1,Low,1,7,204.64,236.24,169,21,38,132,1,4,91.07,Low,0
b605212e-94e8-4031-b128-ad08bd22d3c0,CityHotel,Tier2,2,5,0,Low,0,3,397.95,134.49,92,27,115,92,0,4,19.93,Low,0
b042ad01-534b-4832-9ebd-ef657ee74f5d,AirportHotel,Tier3,4,2,0,Peak,1,4,120.21,333.68,262,116,78,111,0,10,92.44,Low,0
baf36465-e80b-43f3-a799-ae8f1476e01b,BusinessHotel,Tier3,8,5,0,Peak,0,0,174.76,99.53,100,156,38,32,1,3,64.94,Low,0
590b2333-9347-4b70-8050-a203b9819966,ResortHotel,Tier1,3,4,0,Mid,0,0,297.79,179.75,180,67,14,134,1,10,80.89,Low,0
485484eb-dc95-4444-836b-d0fe8ab248a5,BusinessHotel,Tier1,11,4,0,Mid,1,6,356.87,367.27,176,56,13,83,1,9,41.3,Low,0
1b8c3da6-9c49-4b99-ad0a-4ff07979aa36,CityHotel,Tier1,5,1,0,Low,1,8,182.79,333.1,245,29,115,97,0,8,88.67,Low,0
07c19439-dd65-4449-a598-c5c946b9dfa6,BusinessHotel,Tier3,12,6,1,High,0,10,131.36,441.5,242,212,70,65,1,2,109.79,Low,0
90e6bacd-d424-4fd3-b083-9996c99bf2f9,ResortHotel,Tier2,12,5,0,High,1,8,232.81,421.1,262,159,41,110,0,5,71.76,Low,0
945c8a3e-43a6-4492-8a2f-c173b48c9b26,AirportHotel,Tier2,6,6,1,Peak,1,8,170.66,84.91,157,238,106,192,1,2,156.83,Medium,1
97442151-2d30-4a6f-b495-72d698bf80aa,BusinessHotel,Tier2,12,1,0,Low,1,3,218.65,306.81,285,60,57,95,1,8,49.54,Low,0
6a43e7b3-243c-43e7-91e0-2eaf79dda9f9,CityHotel,Tier1,5,1,0,Low,1,8,374.11,93.87,35,41,52,44,0,5,64.31,Low,0
7d2c156f-9ded-4c15-8885-8d45655f41a7,AirportHotel,Tier3,8,6,1,Mid,1,0,208.18,399.22,270,14,74,121,1,7,43.12,Low,0
ede63f59-6efc-4085-9047-d9cde012effd,AirportHotel,Tier2,12,6,1,High,1,8,221.81,106.23,50,125,57,70,1,2,98.3,Low,0
bfc33fab-e9d5-4c5d-9770-22c10940a8ec,ResortHotel,Tier2,2,6,1,Mid,1,5,242.12,280.76,222,18,103,44,0,4,33.85,Low,0
69ca0e45-8b4f-4aea-b3a5-83d0b497d047,BusinessHotel,Tier2,3,1,0,Low,0,4,159.98,391.18,26,233,40,200,0,4,119.57,Low,0
4c2b2443-aa15-4160-8895-1b2ab83ea6f8,ResortHotel,Tier2,2,2,0,Peak,0,5,340.57,267.78,199,131,104,94,1,8,75.43,Low,0
92c35299-7080-42a8-8fb1-0154527320e1,ResortHotel,Tier3,7,5,0,Peak,0,7,249.53,93.06,33,102,58,169,1,7,131.43,Medium,1
578a1cbd-69de-42ce-8177-219416072a14,AirportHotel,Tier2,10,4,0,Low,0,7,245.67,61.38,214,210,94,40,1,3,69.54,Low,0
f570af46-1467-4c4f-874e-7746be6d93b8,BusinessHotel,Tier1,12,6,1,High,0,2,85.19,170.58,171,152,76,56,0,5,31.68,Low,0
1f924933-981d-48e8-bdd8-13dcd954fe8d,BusinessHotel,Tier2,8,6,1,High,0,6,188.22,333.55,253,177,44,158,0,1,88.44,Low,0
a4c13b0b-224a-496a-81ca-3159ccfcf94f,ResortHotel,Tier3,3,5,0,Low,1,9,265.74,211.44,102,226,1,35,1,5,98.58,Low,0
f2048a59-b86a-4909-ae17-00854c6fc83b,CityHotel,Tier3,5,1,0,Mid,0,7,335.56,351.89,150,255,45,26,1,7,96.73,Low,0
00bd64bf-675b-4955-af3b-a265209ceef0,ResortHotel,Tier2,10,3,0,Peak,0,3,115.44,396.95,99,171,60,121,0,2,71.48,Low,0
5762da5b-acc6-480f-90fe-66d247892958,ResortHotel,Tier3,2,6,1,Peak,0,1,184.13,122.87,172,125,114,46,1,5,49.87,Low,0
5b7672ac-037a-413c-93d6-ac9ddcb946a0,BusinessHotel,Tier3,2,5,0,Mid,0,8,244.51,298.37,250,234,45,93,1,8,85.05,Low,0
751e3e33-ad05-47cc-87cc-a2e329b14119,BusinessHotel,Tier1,12,5,0,Mid,1,10,381.05,98.51,89,15,101,30,1,7,65.0,Low,0
7193e97e-6850-46b3-aa20-042b0c7c1a8d,BusinessHotel,Tier3,4,1,0,Low,0,8,298.74,431.35,32,230,5,134,0,1,65.24,Low,0
b50d4915-070a-4307-971e-63befa974a5c,AirportHotel,Tier3,12,1,0,Peak,0,10,93.45,395.64,202,258,41,178,1,7,113.59,Low,0
6cbeaa93-d060-4b28-9ffa-f08e7f3e35a7,ResortHotel,Tier3,1,2,0,High,0,4,353.76,288.63,221,200,118,21,1,4,45.81,Low,0
5250fe4d-bfe6-4d85-a97a-f6f7c46ac037,BusinessHotel,Tier1,6,5,0,Peak,0,3,192.87,143.86,189,270,119,95,0,7,98.57,Low,0
7d8d9022-a6fc-47a2-befe-68ca5b435cc8,AirportHotel,Tier1,3,5,0,Mid,1,10,242.98,78.4,284,243,102,65,0,6,60.31,Low,0
f46c43ee-88bb-41b8-b051-233ce0536b94,AirportHotel,Tier2,8,2,0,High,1,8,278.35,292.7,271,190,105,131,1,2,93.28,Low,0
1ba9c038-8519-4e62-9bf2-c336384145e7,AirportHotel,Tier3,8,2,0,High,1,9,60.7,366.04,281,104,114,57,0,7,45.99,Low,0
2f3c9c5a-6a48-4c2f-8686-72a8d0999e29,AirportHotel,Tier2,3,6,1,Peak,1,2,394.87,408.05,72,225,35,54,0,6,71.47,Low,0
1e5dc63f-8817-4d33-bc94-3ca36258d4be,AirportHotel,Tier1,8,5,0,High,0,4,391.2,171.04,148,28,116,173,0,3,93.73,Low,0
75abdb99-a364-49eb-b21e-71a44dd34f81,AirportHotel,Tier2,8,5,0,Peak,0,5,152.01,345.04,245,54,11,54,1,8,89.17,Low,0
96574831-f118-4f05-8c8b-94cbbe2283dd,CityHotel,Tier3,9,1,0,Peak,1,7,223.48,210.94,145,231,22,78,0,8,96.53,Low,0
77f43918-92b2-4914-8233-05e6cc0729e5,AirportHotel,Tier1,7,6,1,Mid,0,9,170.24,358.86,272,259,64,47,0,7,70.86,Low,0
8d4a8e2e-834a-4310-bc92-00e885c7fc86,CityHotel,Tier3,1,1,0,High,1,3,71.55,305.82,125,113,49,169,1,4,109.81,Low,0
935dd087-ec15-4d7b-90aa-849abd9388bc,AirportHotel,Tier2,3,4,0,Mid,1,10,388.07,232.95,121,88,33,165,1,10,130.79,Medium,1
c14cd875-cb61-479e-951b-3036ad554383,ResortHotel,Tier2,8,1,0,Mid,0,8,85.29,129.33,285,107,28,141,0,10,62.94,Low,0
8f58bd2b-5cb8-40aa-8b6d-7c6a43a4b164,CityHotel,Tier3,11,6,1,High,0,10,76.72,289.01,254,45,86,38,1,10,42.42,Low,0
1c5e58dd-bbd9-452f-a87d-8cc1c9627d77,AirportHotel,Tier3,11,2,0,Peak,0,10,363.85,172.54,26,133,101,37,1,2,65.1,Low,0
9a20cb12-018f-47bd-b089-66d15c6caad8,ResortHotel,Tier3,12,3,0,High,1,6,119.38,97.37,34,129,87,81,1,2,71.61,Low,0
e47f290c-b4a3-4fc4-9cef-8cfbbd6b38d0,AirportHotel,Tier1,5,1,0,Mid,1,9,232.99,427.34,38,268,46,62,0,9,61.88,Low,0
6547e570-8623-4272-8842-18c8ba8c5a34,BusinessHotel,Tier1,6,5,0,Peak,0,10,121.37,201.8,58,140,98,41,1,9,92.24,Low,0
fbbcdd84-612f-4a47-a2b2-b7c4ce9e8b6b,AirportHotel,Tier2,2,5,0,Low,0,4,63.6,244.49,25,50,89,103,1,7,60.6,Low,0
640ddf40-4d86-4f30-9e36-88d82c34af00,BusinessHotel,Tier1,4,7,1,Peak,0,6,222.08,76.46,85,245,85,197,0,8,100.52,Low,0
20ec7a95-a413-4351-b2ca-db5f4d045077,ResortHotel,Tier3,4,5,0,Mid,1,8,165.27,356.7,35,29,86,36,0,4,28.0,Low,0
570b9777-f51d-4c7c-ae63-5f0e0485886d,BusinessHotel,Tier3,10,5,0,Low,1,9,187.73,298.76,41,85,102,193,0,1,115.2,Low,0
ad75a140-0572-4ab1-8d74-adcd3a15435f,BusinessHotel,Tier2,4,3,0,Low,1,9,248.43,373.4,155,276,49,133,0,1,119.1,Low,0
70e2b176-5e45-4ae7-bc4a-f15c043a9848,CityHotel,Tier3,8,4,0,Mid,1,2,305.74,449.38,147,17,91,167,1,4,65.03,Low,0
f7fa63b6-1444-448c-910e-cb1cb8fcafd6,BusinessHotel,Tier2,7,5,0,Peak,0,5,376.59,206.72,95,48,12,144,1,6,59.66,Low,0
b9f5f6df-50c3-477b-afe7-b96819c57de9,AirportHotel,Tier1,5,7,1,High,0,2,333.56,306.19,51,184,33,119,1,5,80.22,Low,0
858d179f-8a0a-4e20-a70f-d1d71b44989a,CityHotel,Tier3,9,3,0,High,1,0,198.53,309.95,55,278,103,85,1,10,115.25,Low,0
9c99464b-9605-4a19-aa7f-bfdddc5ee0d7,BusinessHotel,Tier2,7,6,1,Mid,0,9,61.31,72.83,285,76,18,74,1,6,82.45,Low,0
718356c9-96e9-42da-8211-aa56114c2079,BusinessHotel,Tier2,8,6,1,High,1,3,167.55,53.54,271,249,45,21,0,9,69.85,Low,0
2aa001fc-37ad-4f9d-ae6e-ecef1bacf459,ResortHotel,Tier1,11,7,1,High,1,6,324.78,373.73,88,252,49,86,0,9,106.55,Low,0
f43a0778-246d-4f01-b080-8e51e4355469,BusinessHotel,Tier2,9,6,1,High,0,1,274.02,405.38,290,37,7,120,1,3,66.68,Low,0
9b6689a8-011d-430e-9f12-450dea265fbc,BusinessHotel,Tier2,7,6,1,Low,0,7,109.77,385.1,177,65,22,27,1,7,21.97,Low,0
8e35fa69-262a-41f8-aa5b-4725e1f6e11c,CityHotel,Tier2,12,2,0,Mid,0,6,68.1,361.4,34,136,8,186,1,10,134.39,Medium,1
1534bda8-fc4c-473b-a164-b14e0eb10ee3,BusinessHotel,Tier2,2,3,0,Low,0,6,86.56,265.0,155,198,4,154,1,9,117.46,Low,0
1fb54935-995e-4419-9552-dd231c1967ae,CityHotel,Tier1,2,4,0,High,0,6,158.02,75.0,49,165,114,179,0,9,116.17,Low,0
b4b4d056-39ba-4680-9bef-7223517a1b8b,CityHotel,Tier2,12,5,0,Peak,0,10,148.22,261.51,185,55,119,114,0,8,64.55,Low,0
4ae36a64-8fe0-40ae-9b1c-618654d6d4de,AirportHotel,Tier2,6,6,1,Mid,1,4,379.78,278.57,121,109,21,70,0,5,63.69,Low,0
9d3887bb-51f8-4adc-af8f-a1cad94bb42d,AirportHotel,Tier2,8,2,0,Low,1,10,260.24,174.58,255,219,23,25,0,1,78.6,Low,0
54e5c6a2-2ec2-437c-8a9a-f6853a5490c3,CityHotel,Tier2,7,3,0,High,1,4,261.31,369.71,65,156,86,109,1,1,59.16,Low,0
95053bfa-f428-4756-8019-991f7bcc3f03,ResortHotel,Tier2,10,4,0,Mid,1,2,256.19,262.16,242,266,50,148,1,9,80.17,Low,0
01254cff-cb94-4c30-a392-0b4dd0716380,BusinessHotel,Tier2,5,6,1,Peak,0,4,173.26,433.03,144,41,32,59,0,4,76.95,Low,0
52431795-3828-48ee-bbd9-313380639fde,AirportHotel,Tier2,9,4,0,Peak,1,10,97.34,304.1,89,85,98,96,1,4,72.66,Low,0
