booking_id,hotel_type,lead_time_days,room_type,nights,guests,booking_channel,avg_daily_rate,expected_revenue,canceled,no_show,refund_percent,refund_amount,penalty_fee,rebooked,recovered_revenue,high_season,special_event,advance_payment,revenue_loss
bd0334ab-856d-47f7-ac15-3c895a0d3b27,ResortHotel,297,Suite,10,4,Corporate,72.97,729.7,0,0,0,0,0,0,0,0,1,1,729.7
6c253383-8e46-4196-b8a4-db3d0645efde,CityHotel,18,Standard,12,2,Direct,151.82,1821.84,0,1,0,0,0,0,0,1,1,1,1821.84
2d29b0bf-bccd-48a1-9ac4-d0a6ad62f8f3,BusinessHotel,205,Deluxe,12,5,Direct,101.69,1220.28,0,0,0,0,0,0,0,0,1,1,1220.28
0fdb87fb-adbc-4218-a5bb-bd9278de5140,ResortHotel,266,Executive,11,4,Online,137.76,1515.36,0,0,0,0,0,0,0,0,1,0,1515.36
523980eb-0661-476f-abf5-160cf58ee99a,ResortHotel,39,Deluxe,7,2,Agent,360.89,2526.23,0,0,0,0,0,0,0,0,1,0,2526.23
a9e1c0da-d50e-4bf8-bb39-a15d55fa9193,BusinessHotel,278,Executive,11,5,Agent,262.62,2888.82,0,1,0,0,0,0,0,1,0,1,2888.82
a27b653d-8aa9-4715-880a-d0e92e060417,ResortHotel,215,Executive,10,1,Agent,61.96,619.6,0,0,0,0,0,0,0,1,0,1,619.6
bb8ec354-cce7-4c36-b66b-b2ee1703ed1f,BusinessHotel,88,Deluxe,1,3,Corporate,174.14,174.14,0,0,0,0,0,0,0,1,0,0,174.14
e8298211-e8f1-4a70-b9c2-017c72771fd1,BusinessHotel,172,Standard,2,2,Agent,328.27,656.54,0,0,0,0,0,0,0,0,1,1,656.54
f8d427a4-2e57-49d6-b12c-936f95d3bbc3,BusinessHotel,108,Suite,3,5,Direct,407.87,1223.61,1,0,0,0,363.23,0,0,0,0,1,0
59335cd6-35d7-4fd1-83e9-84f2e3c80694,ResortHotel,111,Standard,9,4,Corporate,145.68,1311.12,0,1,0,0,0,0,0,1,1,1,1311.12
440a9710-99c4-4563-b615-f996612b775c,ResortHotel,347,Deluxe,6,5,Corporate,588.29,3529.74,0,0,0,0,0,0,0,1,0,1,3529.74
80a74240-7eb9-48aa-a095-61f0c3acaf02,BusinessHotel,363,Standard,10,3,Online,163.31,1633.1,0,0,0,0,0,0,0,1,0,1,1633.1
b38f6b93-1d0d-4118-924a-a4b0486a45dd,ResortHotel,181,Executive,12,3,Online,594.15,7129.8,0,0,0,0,0,0,0,1,0,1,7129.8
87bc2217-bbb3-4cb5-9588-e02cb5f9f140,ResortHotel,217,Standard,13,3,Direct,300.41,3905.33,0,0,0,0,0,0,0,1,0,0,3905.33
1b2d22cf-f7f6-4123-834d-68d709b2a8c4,BusinessHotel,123,Deluxe,6,5,Agent,456.94,2741.64,0,0,0,0,0,0,0,0,0,1,2741.64
8a023931-1d6a-43bd-83ed-7834ec27e3b6,CityHotel,228,Executive,2,5,Direct,311.38,622.76,0,0,0,0,0,0,0,1,1,1,622.76
5132ac7f-cd81-4e73-ab43-6976b2e427ba,ResortHotel,82,Deluxe,10,4,Online,268.81,2688.1,1,0,25,672.02,741.55,1,1859.87,1,0,0,0
20f638dc-8d9e-485f-a3ba-b33cccd81574,CityHotel,140,Executive,6,4,Online,152.98,917.88,1,0,50,458.94,62.95,0,0,1,0,0,395.99
57ed0118-cc92-450c-9df1-133cb911d29f,BusinessHotel,52,Standard,3,1,Agent,94.56,283.68,1,0,75,212.76,7.11,0,0,0,0,0,205.65
dc1c997b-5487-4254-9093-b943758e3da7,ResortHotel,337,Deluxe,8,4,Corporate,526.34,4210.72,0,0,0,0,0,0,0,1,0,0,4210.72
5a6c202b-f4b1-4942-b8eb-455a5006a3b5,ResortHotel,18,Standard,4,4,Direct,511.82,2047.28,1,0,50,1023.64,474.73,0,0,0,1,0,548.91
51676c1a-3ce1-40e5-af47-66eacb6ba6cb,CityHotel,86,Deluxe,4,4,Online,280.82,1123.28,0,1,0,0,0,0,0,0,0,0,1123.28
bd835b67-ac43-492e-9a23-3bb458e928e8,BusinessHotel,46,Suite,4,1,Corporate,569.72,2278.88,1,0,100,2278.88,598.43,1,733.91,1,0,1,946.54
eba32d4c-621a-40e1-a46f-c82dec3ad141,CityHotel,315,Suite,10,1,Direct,506.37,5063.7,0,0,0,0,0,0,0,1,0,1,5063.7
83df3e7a-0e14-4017-9fd6-9ab2792f2232,BusinessHotel,203,Suite,3,2,Corporate,163.75,491.25,0,0,0,0,0,0,0,0,1,1,491.25
92825d9e-2740-470b-8775-c310ec92b41c,CityHotel,274,Deluxe,10,3,Agent,501.52,5015.2,0,0,0,0,0,0,0,0,0,0,5015.2
e2dd3693-ac6a-4297-a23e-63f9cd5b05fe,CityHotel,221,Standard,2,1,Corporate,457.96,915.92,1,0,75,686.94,137.47,0,0,1,0,0,549.47
5e032b84-c088-4860-823e-da9d2983354c,ResortHotel,225,Deluxe,8,2,Agent,151.33,1210.64,1,0,50,605.32,22.2,0,0,0,0,1,583.12
d403307f-40b3-4c12-b4db-f6e0d9e50ad3,CityHotel,253,Standard,13,3,Agent,469.03,6097.39,1,0,25,1524.35,197.74,0,0,1,1,1,1326.61
fe4a0e2f-00aa-4994-8fda-ad341d6d3c3f,CityHotel,211,Executive,9,5,Corporate,422.29,3800.61,1,0,25,950.15,720.12,0,0,1,1,0,230.03
cd787775-44bf-47e4-ae13-65cd98a43687,CityHotel,62,Executive,10,1,Online,99.42,994.2,1,0,0,0,230.88,0,0,1,1,1,0
1723f476-ab83-483f-95d4-1cabccfd3d61,ResortHotel,172,Suite,4,3,Direct,214.64,858.56,1,0,25,214.64,8.4,1,700.21,0,1,1,0
d241989e-5ea2-4e2b-a018-f80205294a6a,ResortHotel,80,Deluxe,3,1,Online,74.43,223.29,0,0,0,0,0,0,0,1,1,1,223.29
eb786e1b-27da-42e6-8a26-f3c2fb613dad,CityHotel,311,Standard,3,4,Online,417.51,1252.53,1,0,0,0,308.2,0,0,1,0,0,0
9e624d2c-dbde-4eb2-b8df-c40a7a546d7c,CityHotel,219,Standard,11,1,Online,362.11,3983.21,0,0,0,0,0,0,0,1,1,0,3983.21
81e004bd-028c-48fb-a2b8-efb6c2821985,ResortHotel,314,Executive,9,5,Online,147.13,1324.17,0,0,0,0,0,0,0,0,1,0,1324.17
b1ea1b5c-9436-494a-ac43-a5e99e70b6af,BusinessHotel,292,Deluxe,11,2,Agent,361.47,3976.17,0,0,0,0,0,0,0,0,0,0,3976.17
cddecfe0-0437-4fa5-b70a-31e4e81718bb,CityHotel,35,Deluxe,14,1,Online,404.96,5669.44,1,0,100,5669.44,800.15,0,0,1,0,0,4869.29
53251b8e-d90e-4f1a-843f-a6a6d5205da6,CityHotel,104,Deluxe,13,2,Corporate,514.94,6694.22,1,0,0,0,1773.46,0,0,1,0,0,0
c3e4c5d9-e213-40eb-80bb-49c0738c6498,ResortHotel,62,Standard,3,4,Corporate,552.19,1656.57,1,0,75,1242.43,54.73,0,0,1,1,1,1187.7
ef282cd8-f97c-4b63-8011-7fd8624946ba,CityHotel,291,Deluxe,12,2,Direct,381.01,4572.12,0,0,0,0,0,0,0,1,0,0,4572.12
c101c50e-3c30-4d03-839c-33b061497e24,ResortHotel,152,Standard,8,3,Agent,374.62,2996.96,0,0,0,0,0,0,0,0,0,0,2996.96
e3fd2044-f422-4451-96a9-06c001d6ed2f,CityHotel,197,Deluxe,7,5,Agent,152.02,1064.14,1,0,25,266.04,17.36,1,358.63,1,1,1,0
7971b009-ecb5-4bf6-a875-18e28be99c5d,BusinessHotel,291,Executive,11,1,Agent,293.21,3225.31,0,0,0,0,0,0,0,1,1,0,3225.31
f4d8465e-b467-4e27-b506-33834b3fc598,ResortHotel,81,Standard,4,2,Agent,424.21,1696.84,1,0,0,0,198.5,0,0,0,1,0,0
4bdcaeb8-0718-4c3b-92eb-aa01c071cf6e,BusinessHotel,251,Executive,1,2,Direct,112.01,112.01,0,1,0,0,0,0,0,1,0,0,112.01
694f2ab1-f4e7-4637-9328-983b78985860,BusinessHotel,2,Standard,9,5,Agent,334.37,3009.33,0,0,0,0,0,0,0,1,1,1,3009.33
fba6ba6c-678f-46da-8b93-b54fc6aa374e,CityHotel,209,Standard,6,4,Agent,543.88,3263.28,0,0,0,0,0,0,0,0,0,0,3263.28
7690c542-3d48-4e62-9a78-40f8a46d1c00,BusinessHotel,57,Executive,7,5,Direct,526.7,3686.9,0,0,0,0,0,0,0,1,0,1,3686.9
02c032d1-1d40-41c8-ac7c-402287b861ae,BusinessHotel,163,Deluxe,13,5,Direct,550.77,7160.01,0,1,0,0,0,0,0,1,0,1,7160.01
4889adaf-39e6-4454-a025-55e1a3eec35a,ResortHotel,59,Suite,6,1,Direct,391.08,2346.48,0,0,0,0,0,0,0,1,0,0,2346.48
f5116fd0-b3c2-4f55-8e9f-cb1a8dab5496,ResortHotel,359,Deluxe,5,2,Online,435.89,2179.45,0,0,0,0,0,0,0,1,0,1,2179.45
bc2c43af-3e96-468c-a359-4332f7f24077,BusinessHotel,303,Executive,10,1,Corporate,291.21,2912.1,0,0,0,0,0,0,0,0,1,0,2912.1
5c36e538-2b46-454e-be26-254297d89e77,BusinessHotel,312,Executive,13,4,Direct,598.83,7784.79,0,0,0,0,0,0,0,0,0,0,7784.79
6d03ef98-6a7f-48c1-9912-93802c93bb80,ResortHotel,279,Executive,3,1,Direct,529.23,1587.69,0,0,0,0,0,0,0,1,1,0,1587.69
2e2e1391-c38d-48ea-b3a9-c052a27f954c,BusinessHotel,9,Executive,8,5,Corporate,253.99,2031.92,0,0,0,0,0,0,0,1,0,0,2031.92
6df1d428-cd69-4ee8-bac8-975242b39010,BusinessHotel,164,Suite,13,4,Online,302.9,3937.7,0,0,0,0,0,0,0,0,1,1,3937.7
736c1fe7-0604-4855-8818-ca86b017b01f,BusinessHotel,364,Suite,5,1,Agent,325.32,1626.6,1,0,75,1219.95,298.99,0,0,0,1,1,920.96
5aee2955-6f6d-41ea-9d6d-56149d0a8f5a,CityHotel,78,Deluxe,12,4,Online,352.14,4225.68,0,0,0,0,0,0,0,0,1,0,4225.68
54975fb8-059d-40f9-bb34-b5e6b698dcf9,ResortHotel,102,Suite,7,5,Online,522.04,3654.28,0,0,0,0,0,0,0,1,1,0,3654.28
47754970-c6f2-4e01-985c-1a9d0d1bb83c,BusinessHotel,271,Executive,2,3,Online,189.38,378.76,1,0,50,189.38,96.93,0,0,0,1,1,92.45
e48bf474-ac1e-4495-9836-e026765912b5,CityHotel,82,Deluxe,8,3,Online,428.61,3428.88,1,0,25,857.22,961.97,1,1453.91,0,0,1,0
95587eb6-0ccf-48ae-8642-14d94c27f605,ResortHotel,355,Suite,9,2,Direct,585.14,5266.26,0,0,0,0,0,0,0,0,0,0,5266.26
3d661e14-94ef-4f6e-ad9f-61b1502226f4,ResortHotel,119,Standard,2,3,Corporate,125.82,251.64,1,0,50,125.82,25.73,1,137.87,1,1,1,0
3ce2273e-579a-426b-a831-880d998b04bf,BusinessHotel,251,Deluxe,9,1,Agent,522.34,4701.06,1,0,50,2350.53,578.58,0,0,0,0,1,1771.95
241e1d9e-1242-42f5-b9dc-b004d4d2e9c1,ResortHotel,243,Suite,11,4,Agent,392.67,4319.37,0,0,0,0,0,0,0,0,1,0,4319.37
95d4bcb7-b528-4d75-8c14-d47cde67710b,ResortHotel,218,Executive,13,5,Direct,533.07,6929.91,1,0,50,3464.95,49.45,1,3941.36,0,1,0,0
29ef894e-bb7d-4ad0-afcd-ef51e55279d2,BusinessHotel,209,Deluxe,1,5,Agent,454.04,454.04,1,0,25,113.51,31.65,0,0,0,1,0,81.86
26085069-adef-4629-be04-dc39360cd13b,CityHotel,285,Deluxe,10,2,Agent,477.74,4777.4,1,0,50,2388.7,1175.12,0,0,1,1,0,1213.58
381081a9-87e6-4979-8444-a78fe85b38bb,BusinessHotel,365,Suite,1,5,Agent,317.83,317.83,1,0,75,238.37,70.89,0,0,1,0,1,167.48
d46f121c-e80e-43a2-9c38-1ec5bcdab240,BusinessHotel,260,Suite,8,1,Corporate,520.03,4160.24,1,0,0,0,761.16,1,1828.38,1,0,0,0
a6bb0723-e8b6-468c-ae99-33c52f20d4d5,BusinessHotel,50,Deluxe,3,3,Corporate,382.42,1147.26,0,0,0,0,0,0,0,0,0,1,1147.26
45d2eef2-d9d4-4857-b5dd-715abdb8b260,BusinessHotel,332,Suite,2,4,Agent,572.42,1144.84,1,0,50,572.42,227.89,1,687.25,0,0,0,0
44fbb7e4-5974-4d1f-912d-47fc4ae30292,BusinessHotel,130,Suite,10,5,Agent,169.56,1695.6,1,0,0,0,206.04,1,1383.15,0,1,1,0
1b3437fb-92b6-4617-911f-12bd4fbf11f7,CityHotel,295,Suite,6,5,Corporate,519.01,3114.06,0,0,0,0,0,0,0,0,1,1,3114.06
7ab47116-fbec-42a4-8836-962747272ca2,CityHotel,78,Standard,4,1,Agent,228.35,913.4,1,0,75,685.05,242.47,0,0,1,0,1,442.58
b76dc106-75ab-4c94-891a-7a0375899a68,BusinessHotel,120,Standard,11,3,Agent,533.09,5863.99,0,0,0,0,0,0,0,0,0,1,5863.99
7de306d2-18d0-4b45-af97-ffecc9214c3f,ResortHotel,359,Standard,10,1,Direct,552.82,5528.2,0,0,0,0,0,0,0,1,0,0,5528.2
6bcb02d7-0650-4866-95d6-275f276a2bc8,CityHotel,190,Suite,4,3,Agent,256.79,1027.16,0,0,0,0,0,0,0,0,1,1,1027.16
9efc3673-00d0-45ce-853a-1e1493958ca5,BusinessHotel,282,Executive,4,4,Corporate,69.25,277,0,0,0,0,0,0,0,1,0,1,277
8bb1bae6-a5fd-4a2e-a8e6-d9d934f3e3eb,CityHotel,334,Deluxe,10,5,Agent,403.11,4031.1,0,1,0,0,0,0,0,0,0,0,4031.1
519b3a59-d9cd-4c77-a8d7-8ab7bbd2cad1,ResortHotel,314,Suite,8,3,Corporate,598.74,4789.92,1,0,25,1197.48,1412.56,1,2350.78,1,0,0,0
695d59ab-d9c3-4f80-91c3-5c17174be5de,BusinessHotel,358,Executive,4,1,Online,498.02,1992.08,1,0,100,1992.08,236.83,1,1334.93,0,1,1,420.32
90e68e07-7850-4025-929c-0d4c44b15762,BusinessHotel,143,Deluxe,14,2,Online,60.11,841.54,1,0,0,0,55.4,1,824.62,0,0,0,0
9b32aeb9-a46e-4e4a-933f-65ae24939f8b,ResortHotel,43,Standard,8,3,Online,188.87,1510.96,1,0,25,377.74,432.32,1,1413.47,1,0,1,0
c2c9200c-e011-4970-b977-f8a7ac1e81bb,ResortHotel,7,Executive,1,3,Online,189.73,189.73,0,0,0,0,0,0,0,1,1,0,189.73
7c6db2f2-bb70-4304-8355-c0aacd0e7e94,ResortHotel,229,Standard,11,4,Direct,173.71,1910.81,0,0,0,0,0,0,0,1,1,1,1910.81
8fbf8b1d-6076-4b22-bd8f-1cc2bb273a3a,BusinessHotel,161,Standard,14,2,Direct,112.12,1569.68,1,0,0,0,162.18,0,0,0,1,0,0
65913cc5-02d0-4d4a-86fb-c3535147e414,BusinessHotel,245,Standard,4,3,Corporate,175.51,702.04,0,0,0,0,0,0,0,0,0,1,702.04
76523a10-318d-4795-9dd4-166ba340ad6a,CityHotel,187,Executive,2,4,Online,252.53,505.06,1,0,25,126.27,69.39,1,348.14,1,0,0,0
cd3b3baf-4a0c-4807-9122-816e59dd93e2,CityHotel,69,Suite,9,5,Online,133.61,1202.49,1,0,75,901.87,258.03,0,0,0,1,1,643.84
78163391-eada-482f-8794-37191eca4974,BusinessHotel,57,Deluxe,7,2,Online,219.52,1536.64,1,0,0,0,34.98,0,0,1,1,0,0
2b4d2feb-44e5-44e5-891a-85296ceafec9,BusinessHotel,272,Executive,5,1,Corporate,470.73,2353.65,0,0,0,0,0,0,0,0,0,0,2353.65
77187f6f-fc76-4d67-999c-85494cb69cb0,CityHotel,120,Deluxe,5,2,Online,356.67,1783.35,1,0,25,445.84,217.87,1,1769.24,0,1,1,0
b3f95770-d17d-468e-92e6-4c8fb207eaef,BusinessHotel,123,Executive,8,1,Agent,180.96,1447.68,1,0,0,0,171.06,0,0,0,0,0,0
9ed5db54-67a8-4207-9f2a-c0d36ce4c27f,ResortHotel,111,Deluxe,12,2,Online,83.56,1002.72,1,0,0,0,281.44,0,0,1,1,0,0
e5d48a18-00e7-40d1-91fd-38e5a854b1ad,ResortHotel,297,Deluxe,3,1,Direct,284.55,853.65,0,0,0,0,0,0,0,0,1,1,853.65
b643eb23-b201-4ec8-ba0f-75eac1fb98f0,ResortHotel,364,Deluxe,1,3,Online,305.47,305.47,1,0,50,152.74,44.38,0,0,1,1,1,108.36
84f5aea6-a4b0-4e63-a55e-bc24f05b60ff,CityHotel,224,Deluxe,7,1,Corporate,123.64,865.48,1,0,0,0,243.09,1,334.06,1,1,0,0
f2fa7ff2-9fd6-4bd0-b323-ca942ef0fe8e,ResortHotel,56,Suite,3,1,Online,450.66,1351.98,0,0,0,0,0,0,0,0,1,1,1351.98
4948a8fa-b388-40a6-865c-7529589be3db,BusinessHotel,28,Standard,10,3,Direct,346.9,3469,0,0,0,0,0,0,0,0,0,0,3469
0080b3f9-62f8-4ac6-850d-163f84377c67,CityHotel,67,Deluxe,5,5,Online,159.67,798.35,0,0,0,0,0,0,0,1,1,1,798.35
0b53340a-e277-4851-ba04-536ce169b3dd,CityHotel,13,Deluxe,7,2,Online,148.83,1041.81,1,0,25,260.45,150.05,0,0,0,0,0,110.4
043475ad-e65b-46f0-8237-d69a53753810,ResortHotel,116,Standard,9,1,Online,92.78,835.02,0,0,0,0,0,0,0,1,0,1,835.02
2c3a7b70-e904-48e7-a330-d6d110ab9e2f,CityHotel,286,Standard,6,4,Direct,84.93,509.58,1,0,75,382.19,25.11,1,432.02,1,0,1,0
206e31b6-8e84-4df9-a93e-42c597852e45,BusinessHotel,25,Executive,7,2,Corporate,345.66,2419.62,0,0,0,0,0,0,0,0,0,0,2419.62
dd1346d4-f0ff-4ab0-82c7-7b3da2f3d1df,ResortHotel,332,Standard,2,4,Online,516.02,1032.04,1,0,75,774.03,102.76,0,0,0,1,0,671.27
c0edb38a-819d-40e8-95e0-8f6f14634c17,ResortHotel,168,Standard,13,5,Direct,493.19,6411.47,0,0,0,0,0,0,0,1,0,0,6411.47
3d35a465-a871-42fe-ba54-75e5ba16431c,BusinessHotel,64,Deluxe,4,1,Corporate,519.52,2078.08,1,0,75,1558.56,105.72,0,0,1,0,1,1452.84
acd0764b-e8ae-41d0-bd79-6575037207e0,BusinessHotel,273,Executive,10,2,Direct,138.99,1389.9,1,0,100,1389.9,10.33,0,0,1,1,1,1379.57
f2efdbbb-1880-4e45-b22f-4740e2d9bbd0,BusinessHotel,104,Standard,13,1,Agent,127.35,1655.55,1,0,0,0,429.57,0,0,0,1,1,0
97337e14-94a6-4f41-8d3f-dfa98a34ada8,BusinessHotel,159,Suite,7,5,Agent,326.9,2288.3,0,0,0,0,0,0,0,0,0,1,2288.3
35d4de24-3c07-4fd8-8e1b-2a878365a877,BusinessHotel,124,Standard,1,2,Agent,465.38,465.38,0,0,0,0,0,0,0,0,0,0,465.38
f6df319f-3f3a-4977-8f25-ec022cc077f4,CityHotel,336,Deluxe,9,2,Online,384.61,3461.49,1,0,100,3461.49,611.28,1,2334.62,1,0,0,515.59
afe09529-dc4a-4bb5-a39b-d05490bb74de,ResortHotel,145,Standard,13,5,Agent,265.69,3453.97,0,0,0,0,0,0,0,0,0,0,3453.97
3ca3656f-d074-4aaf-b6f1-4e5fbaf50d40,ResortHotel,124,Standard,14,1,Agent,522.31,7312.34,0,0,0,0,0,0,0,1,1,0,7312.34
9b04e7e2-2220-4e7d-b3a0-e6eb0710cd72,ResortHotel,264,Standard,14,3,Online,424.42,5941.88,0,0,0,0,0,0,0,1,1,0,5941.88
098d922f-002a-4556-8b10-5b58a88297b9,CityHotel,301,Deluxe,8,3,Corporate,187.1,1496.8,0,0,0,0,0,0,0,0,0,0,1496.8
ee23529e-3352-4605-8738-721e8d20146d,CityHotel,354,Deluxe,4,2,Online,327.06,1308.24,0,0,0,0,0,0,0,1,0,1,1308.24
e602c8ad-81a0-4c07-8257-fae0949c312f,BusinessHotel,221,Executive,4,1,Corporate,423.21,1692.84,1,0,25,423.21,177.09,0,0,0,0,1,246.12
2e4c541c-871c-45a6-b202-bf6c6c6bd25f,BusinessHotel,134,Standard,14,4,Corporate,202.73,2838.22,0,0,0,0,0,0,0,0,1,0,2838.22
a91daae0-f59c-4436-a7c3-26c3caed377d,BusinessHotel,111,Deluxe,7,3,Direct,440.78,3085.46,1,0,75,2314.09,585.05,0,0,1,1,0,1729.04
0c1fc446-cc7c-49c0-828c-15e2b0571c23,BusinessHotel,176,Standard,12,5,Online,250.92,3011.04,0,0,0,0,0,0,0,1,1,1,3011.04
c39e9ca2-672f-4741-b006-c10cde4eef0b,ResortHotel,34,Executive,6,4,Online,189.82,1138.92,1,0,25,284.73,303.51,0,0,0,1,0,0
fadf099d-7362-48a7-9c2f-bee92d009ecb,ResortHotel,166,Suite,4,4,Online,244.2,976.8,0,1,0,0,0,0,0,1,0,0,976.8
f196e611-e736-4184-ab94-28bcf2371dec,CityHotel,326,Deluxe,12,5,Agent,272.99,3275.88,0,1,0,0,0,0,0,0,1,1,3275.88
e11df5ea-aa39-474b-a87d-2f9cf780caaf,BusinessHotel,1,Standard,7,1,Online,544.98,3814.86,1,0,0,0,98.38,0,0,0,1,0,0
a00e7d30-f939-4921-a861-288c3c36826e,CityHotel,139,Suite,7,5,Corporate,114.98,804.86,0,0,0,0,0,0,0,0,0,0,804.86
c8e58528-1470-4f46-9f2a-f886715ca71f,ResortHotel,137,Suite,3,5,Agent,265.49,796.47,0,0,0,0,0,0,0,0,1,1,796.47
5aead566-06ad-48bd-8f17-bb8982e7c3e0,ResortHotel,163,Executive,5,4,Direct,412.19,2060.95,0,0,0,0,0,0,0,0,0,0,2060.95
77f7991d-4604-4f43-b140-ae206d0661e2,BusinessHotel,345,Standard,10,4,Direct,484.78,4847.8,1,0,25,1211.95,585.12,1,3566.82,0,0,0,0
24fb5169-5d17-45f5-b6f1-171ec98a1d49,BusinessHotel,36,Deluxe,12,2,Online,70.39,844.68,1,0,100,844.68,144.02,0,0,1,1,1,700.66
f570c97f-bc3b-4989-bfb0-c411f7d684f0,ResortHotel,329,Suite,10,1,Online,216.81,2168.1,0,0,0,0,0,0,0,0,1,1,2168.1
846dc532-9992-412d-97b4-45275672e86a,CityHotel,70,Standard,9,4,Agent,458.79,4129.11,1,0,50,2064.55,646.95,0,0,1,1,0,1417.6
bae77235-8afc-4f20-9dcc-54ba3228684c,BusinessHotel,90,Deluxe,13,1,Direct,143.01,1859.13,1,0,0,0,263.19,1,848.08,1,0,1,0
49e4de21-b00e-4644-ac48-6540ce29ee48,ResortHotel,70,Deluxe,11,1,Agent,111.67,1228.37,1,0,25,307.09,288.64,0,0,1,0,0,18.45
84d00e00-ef9e-4878-946a-444472f2243f,CityHotel,201,Suite,8,1,Agent,410.71,3285.68,1,0,75,2464.26,225.58,0,0,0,0,0,2238.68
1f14359c-8e2d-45e5-8a86-7ef381d9b09a,CityHotel,140,Suite,4,1,Online,150.91,603.64,0,0,0,0,0,0,0,1,0,0,603.64
fb34f98b-0695-4377-b06e-e3d55b798783,BusinessHotel,245,Standard,1,2,Corporate,528.04,528.04,1,0,0,0,7.89,1,419.46,1,1,0,0
1f0bd459-29fc-4b09-a93b-5a919960c50b,ResortHotel,103,Suite,6,3,Direct,229.89,1379.34,1,0,50,689.67,297.73,0,0,0,0,0,391.94
8110abd7-79b2-4161-8d25-93a04f3ed551,CityHotel,210,Deluxe,8,1,Agent,380.4,3043.2,0,0,0,0,0,0,0,1,1,1,3043.2
d0e3115a-f1d2-4dad-b81d-59b99f8f2c9d,CityHotel,245,Standard,2,3,Online,439.3,878.6,0,0,0,0,0,0,0,0,1,0,878.6
90e18640-2ff3-4b93-b581-6f6c4f2192ca,CityHotel,192,Standard,5,1,Direct,312.29,1561.45,0,0,0,0,0,0,0,0,0,1,1561.45
a3fe42fb-ca6b-4a4c-b469-279468a56995,BusinessHotel,153,Suite,13,1,Direct,124.41,1617.33,0,0,0,0,0,0,0,0,1,0,1617.33
0aa65f6f-ffa1-4684-ac4c-b02fbadbb09e,ResortHotel,224,Standard,1,1,Direct,112.3,112.3,1,0,50,56.15,29.13,0,0,0,0,1,27.02
a504e53d-b973-4045-a419-d75daf35dcda,ResortHotel,45,Executive,7,3,Direct,64.18,449.26,0,0,0,0,0,0,0,1,1,0,449.26
037528e0-4396-488b-80fc-cab90896a089,ResortHotel,83,Deluxe,2,5,Direct,431.68,863.36,1,0,75,647.52,249.72,0,0,1,0,1,397.8
eeffce91-f928-49ab-bad1-1c3b2e2561f0,CityHotel,326,Suite,10,4,Agent,166.77,1667.7,1,0,0,0,240.5,0,0,0,0,1,0
f5e82c3e-9f5a-4f00-89d8-54ccdc368a8c,BusinessHotel,271,Deluxe,6,1,Corporate,583.59,3501.54,1,0,75,2626.16,143.47,0,0,0,0,0,2482.69
164d34a4-ea7b-4132-85bb-ac92dde03499,ResortHotel,141,Deluxe,13,2,Corporate,225.21,2927.73,1,0,50,1463.87,766.61,1,1603.59,1,1,1,0
41c99ad9-d5e1-445c-8f10-90b35da85724,BusinessHotel,124,Suite,2,2,Corporate,111.99,223.98,1,0,100,223.98,44.13,0,0,1,1,1,179.85
a61bf9d7-6070-40bb-9066-1cecdea4066b,BusinessHotel,70,Suite,3,3,Online,328.64,985.92,0,0,0,0,0,0,0,1,1,0,985.92
1f08bb32-582d-4f1b-9f47-644e44ae855d,ResortHotel,138,Executive,12,2,Online,542.89,6514.68,0,0,0,0,0,0,0,0,0,0,6514.68
e7ee4a16-0b58-4335-bf3a-3a65915efe71,BusinessHotel,238,Suite,14,5,Agent,279.08,3907.12,1,0,100,3907.12,317.01,0,0,1,0,1,3590.11
2166ab62-c9fe-47a7-8059-caead3fc515e,ResortHotel,348,Deluxe,4,2,Online,272.72,1090.88,1,0,100,1090.88,220.82,0,0,1,1,1,870.06
522ef217-d801-49e7-a61f-949e1df2a580,BusinessHotel,73,Standard,12,5,Corporate,206.34,2476.08,0,0,0,0,0,0,0,1,0,0,2476.08
416511f8-999a-41ef-8f0c-27255e44fe47,BusinessHotel,43,Deluxe,6,1,Online,530.54,3183.24,1,0,25,795.81,521,1,1675.67,1,1,0,0
ec00e958-104c-4b48-9682-06ad645b0b63,BusinessHotel,109,Executive,14,1,Direct,314.87,4408.18,1,0,100,4408.18,190.87,0,0,1,1,0,4217.31
d332c977-10d4-44aa-9851-c51796d228ff,BusinessHotel,63,Deluxe,13,5,Agent,536.12,6969.56,0,0,0,0,0,0,0,0,1,1,6969.56
0e96a117-56e1-455d-93b5-6fd3e9d0d5a1,CityHotel,311,Executive,4,2,Corporate,98.55,394.2,0,0,0,0,0,0,0,0,0,1,394.2
3157f41b-b119-407e-ad85-6ad35472b54b,BusinessHotel,188,Executive,9,3,Direct,64.17,577.53,0,0,0,0,0,0,0,1,1,0,577.53
e4440653-88f5-4c52-8f0d-5e7aaced9493,ResortHotel,29,Suite,14,1,Direct,310.19,4342.66,1,0,25,1085.66,194.84,0,0,1,1,0,890.82
9ddedbfb-a9e9-4d85-a993-2f32e5a4db59,CityHotel,311,Deluxe,13,2,Direct,146.44,1903.72,0,1,0,0,0,0,0,1,0,1,1903.72
d94dbdc7-e771-4081-af11-b9244ca51623,ResortHotel,171,Deluxe,1,5,Direct,409.84,409.84,0,0,0,0,0,0,0,1,0,1,409.84
58b17d06-9ca1-4c11-9b7e-e7b1ffca7e3e,BusinessHotel,127,Deluxe,11,1,Corporate,75.63,831.93,0,0,0,0,0,0,0,0,0,1,831.93
